	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up_-N_v_+N	Dn_-N_v_+N	Up_-P_v_+P	Dn_-P_v_+P
Skcos2760	CAMNT_0000273733	MMETSP0013_2-20120614|10236 	38.6244801955	51.78326696	24.9696310915	23.515355395	12.4940409915	16.7491623598	4.18331411154	4.30030537544	40.7681104963	7.30671011724	0	1	1	0
Skcos276	CAMNT_0000270301	MMETSP0013_2-20120614|8520 	10.2398233334	29.2736842489	3.8913710792	3.17060971617	1.9471232714	4.36934670256	0.321793393195	0.537538171929	7.1221397855	1.04381573103	0	1	1	1
Skcos2759	CAMNT_0000273663	MMETSP0013_2-20120614|10201 	1247.42395063	25.6811323948	633.969204986	913.135598258	1137.60677132	690.114037522	2161.48622209	778.892811126	590.400829115	714.752821825	1	0	0	0
Skcos27575	CAMNT_0000308003	MMETSP0013_2-20120614|27371 	1.40088788274	1.59980824754	4.64802656682	0.792652429044	1.78486299878	9.46691785555	6.43586786391	5.91291989122	25.2958757899	14.8743741672	0	0	1	0
Skcos27572	CAMNT_0000307393	MMETSP0013_2-20120614|27066 	11.3405209555	39.5180703955	6.48561846533	5.02013205061	2.43390408925	7.52498598775	0.643586786391	0.806307257894	10.3148231376	1.04381573103	0	0	1	0
Skcos27562	CAMNT_0000307643	MMETSP0013_2-20120614|27191 	0.500317100979	4.65909068583	0.864749128711	1.32108738174	0.649041090467	5.82579560342	0.0	0.268769085965	4.42063848755	0.782861798275	0	0	1	0
Skcos27552	CAMNT_0000307119	MMETSP0013_2-20120614|26929 	21.5803442889	27.8142100582	17.5111698564	7.39808933774	0.9735616357	21.8467335128	9.65380179586	8.33184166491	27.0150129795	8.35052584827	0	0	1	0
Skcos27551	CAMNT_0000307115	MMETSP0013_2-20120614|26927 	19.5123669382	11.1425241101	2.48615374504	1.32108738174	0.48678081785	0.485482966951	0.643586786391	0.0	3.68386540629	0.782861798275	0	0	1	0
Skcos2755	CAMNT_0000273381	MMETSP0013_2-20120614|10060 	72.8128154291	26.6634707924	16.5383270866	15.3246136282	2.10938354402	7.76772747122	4.18331411154	1.88138360175	9.08686800219	3.91430899138	0	0	1	0
Skcos27546	CAMNT_0000306697	MMETSP0013_2-20120614|26718 	76.6152253965	7.12897008555	51.4525731583	147.433351802	160.637669891	173.560160685	65.9676456051	31.7147521438	233.802657786	50.8860168879	0	1	1	0
Skcos27540	CAMNT_0000305869	MMETSP0013_2-20120614|26304 	1.30082446254	107.944956492	2.16187282178	10.0402641012	2.75842463448	13.8362645581	0.643586786391	0.537538171929	12.7707334085	1.04381573103	0	1	1	0
Skcos2754	CAMNT_0000273379	MMETSP0013_2-20120614|10059 	93.1923986756	92.2275421304	83.5563845617	142.941654704	34.8859586126	49.0337796621	16.411463053	11.5570706965	44.6975669297	11.2210191086	0	1	1	0
Skcos27533	CAMNT_0000306347	MMETSP0013_2-20120614|26543 	2.03462287731	21.3027098226	0.756655487622	1.05686990539	0.0	8.49595192165	1.60896696598	1.07507634386	10.3148231376	1.30476966379	0	0	1	0
Skcos27520	CAMNT_0000305477	MMETSP0013_2-20120614|26108 	41.4596104344	29.1894838149	14.3764542648	3.96326214522	3.40746572495	19.6620601615	3.21793393195	3.49399811754	14.244279571	4.17526292413	0	1	1	0
Skcos27519	CAMNT_0000305475	MMETSP0013_2-20120614|26107 	44.6282854073	113.389917896	22.2672900643	19.8163107261	8.43753417607	36.4112225214	11.9063555482	10.2132252667	44.9431579568	16.9620056293	0	1	1	0
Skcos27510	CAMNT_0000305377	MMETSP0013_2-20120614|26058 	96.6946183825	233.066801537	161.924274351	111.235557542	33.7501367043	56.3160241664	74.9778606145	67.7298096631	153.985573983	85.331936012	0	0	1	0
Skcos27506	CAMNT_0000304571	MMETSP0013_2-20120614|25655 	17.0441359067	88.073654049	9.728427698	9.77604662487	3.73198627018	11.4088497234	3.21793393195	3.76276720351	20.3840552482	3.39240112586	0	0	1	0
Skcos27505	CAMNT_0000304423	MMETSP0013_2-20120614|25581 	102.031334126	121.360892323	93.7171868241	33.0271845435	7.62623281299	17.4773868103	6.11407447071	5.91291989122	50.3461605527	6.00194045344	0	0	1	0
Skcos27504	CAMNT_0000304653	MMETSP0013_2-20120614|25696 	63.1400181435	202.361709909	43.1293627945	35.1409243543	17.5241094426	84.4740362496	22.8473309169	19.0826051035	135.566246952	19.8324988896	0	1	1	0
Skcos27501	CAMNT_0000304601	MMETSP0013_2-20120614|25670 	8.17184598265	149.764505419	12.4307687252	16.1172660572	9.08657526654	89.814348886	8.04483482989	10.4819943526	64.5904401237	10.6991112431	0	1	1	0
Skcos275	CAMNT_0000270965	MMETSP0013_2-20120614|8852 	42.7270804236	31.7154968373	12.8631432896	8.45495924313	4.21876708803	5.58305411994	1.28717357278	0.806307257894	6.13977567716	1.56572359655	1	1	1	0
Skcos27491	CAMNT_0000303329	MMETSP0013_2-20120614|25034 	7.67152888167	27.4493415105	3.67518379702	3.96326214522	2.59616436187	17.7201282937	1.28717357278	3.49399811754	12.2795513543	1.30476966379	0	1	0	0
Skcos27489	CAMNT_0000302757	MMETSP0013_2-20120614|24748 	4.53620838221	78.3064036956	2.48615374504	9.51182914852	1.29808218093	6.31127857037	0.965380179586	1.61261451579	9.08686800219	1.82667752931	0	0	1	0
Skcos27480	CAMNT_0000301783	MMETSP0013_2-20120614|24261 	9.13912571121	29.666619608	14.9169224703	4.22747962157	2.9206849071	24.0314068641	4.82690089793	3.49399811754	12.7707334085	2.34858539483	0	1	1	0
Skcos2748	CAMNT_0000273225	MMETSP0013_2-20120614|9982 	1.60101472313	35.7290508618	0.324280923267	2.90639223983	0.162260272617	1.21370741738	0.0	0.0	3.19268335212	0.521907865517	0	1	1	0
Skcos27478	CAMNT_0000301637	MMETSP0013_2-20120614|24188 	3.16867497286	11.9564616395	5.29658841336	2.64217476348	3.08294517972	56.8015071333	1.60896696598	1.34384542982	23.3311475732	1.82667752931	0	1	1	0
Skcos27477	CAMNT_0000301633	MMETSP0013_2-20120614|24186 	1.43424235614	9.17784731486	0.756655487622	1.58530485809	0.162260272617	2.42741483476	1.60896696598	0.268769085965	4.91182054172	0.521907865517	0	0	1	0
Skcos27471	CAMNT_0000302015	MMETSP0013_2-20120614|24377 	2.90183918568	11.6196599032	2.05377918069	2.37795728713	0.162260272617	1.45644890085	0.643586786391	0.0	2.94709232503	0.521907865517	0	0	1	0
Skcos27469	CAMNT_0000301277	MMETSP0013_2-20120614|24008 	3.80240996744	50.2115255238	1.18903005198	3.43482719252	0.48678081785	2.42741483476	0.643586786391	0.0	3.43827437921	0.260953932758	0	0	1	0
Skcos27466	CAMNT_0000301191	MMETSP0013_2-20120614|23965 	11.9075470033	62.8135238247	2.16187282178	8.71917671948	1.9471232714	6.06853708689	2.25255375237	1.34384542982	11.0515962189	0.521907865517	0	0	1	0
Skcos27458	CAMNT_0000323029	MMETSP0013_2-20120614|34884 	2.46823103149	13.3878690189	1.51331097524	3.43482719252	0.324520545233	5.34031263647	0.321793393195	0.268769085965	6.38536670424	1.82667752931	0	0	1	0
Skcos27451	CAMNT_0000322993	MMETSP0013_2-20120614|34866 	4.93646206299	21.3307766339	3.13471559158	5.28434952696	1.46034245355	5.58305411994	0.643586786391	0.268769085965	5.64859362298	0.0	0	0	1	0
Skcos27438	CAMNT_0000322821	MMETSP0013_2-20120614|34780 	0.166772366993	18.2714941956	2.37806010396	3.17060971617	0.9735616357	4.85482966951	1.28717357278	0.537538171929	5.64859362298	1.56572359655	0	0	1	0
Skcos27437	CAMNT_0000322819	MMETSP0013_2-20120614|34779 	6.40405889253	12.461664244	2.81043466831	3.43482719252	2.10938354402	8.9814348886	1.60896696598	1.88138360175	14.4898705981	0.521907865517	0	0	1	0
Skcos27431	CAMNT_0000323199	MMETSP0013_2-20120614|34969 	6.77095809991	69.9705607216	5.62086933662	4.49169709791	1.62260272617	19.904801645	7.0794546503	8.86937983684	27.2606040066	9.3943415793	0	0	1	0
Skcos2742	CAMNT_0000272995	MMETSP0013_2-20120614|9867 	7.0377938871	12.4897310554	2.16187282178	1.84952233444	0.324520545233	2.18467335128	1.28717357278	0.0	2.94709232503	0.782861798275	0	0	1	0
Skcos2741	CAMNT_0000272991	MMETSP0013_2-20120614|9865 	1.46759682954	9.03751325806	2.26996646287	1.32108738174	1.13582190832	4.61208818604	0.321793393195	0.806307257894	11.5427782731	0.521907865517	0	0	1	0
Skcos2740	CAMNT_0000272853	MMETSP0013_2-20120614|9796 	2.16804077091	28.2913458513	1.62140461633	3.43482719252	1.29808218093	11.8943326903	1.93076035917	2.41892177368	10.3148231376	1.30476966379	0	1	1	0
Skcos27392	CAMNT_0000323729	MMETSP0013_2-20120614|35234 	1.40088788274	32.9785033485	0.216187282178	3.17060971617	0.162260272617	1.45644890085	0.0	0.0	3.19268335212	0.0	0	0	1	0
Skcos27382	CAMNT_0000323725	MMETSP0013_2-20120614|35232 	7.57146546148	47.8258465582	11.5660195965	4.75591457426	1.78486299878	28.4007535667	15.4460828734	19.6201432754	57.4683003382	27.4001629396	0	0	1	0
Skcos27381	CAMNT_0000323721	MMETSP0013_2-20120614|35230 	0.733798414769	31.9119645168	2.70234102722	4.22747962157	0.48678081785	4.85482966951	0.965380179586	0.537538171929	24.3135116815	2.60953932758	0	0	1	0
Skcos27374	CAMNT_0000324225	MMETSP0013_2-20120614|35482 	45.3287293487	359.423586282	45.8317038217	37.7830991178	11.0336985379	50.2474870795	22.5255375237	26.0706013386	77.6067645593	18.5277292258	0	0	1	0
Skcos27366	CAMNT_0000323707	MMETSP0013_2-20120614|35223 	2.73506681868	7.74643993548	9.18795949256	10.0402641012	1.62260272617	7.76772747122	6.11407447071	5.10661263333	28.9797411962	8.35052584827	0	0	1	0
Skcos2736	CAMNT_0000272475	MMETSP0013_2-20120614|9607 	140.922650109	50.7447949397	60.748626292	15.8530485809	8.11301363084	46.3636233439	15.1242894802	19.0826051035	32.1724245483	25.8344393431	0	1	1	0
Skcos27343	CAMNT_0000320735	MMETSP0013_2-20120614|33737 	55.8020339958	134.636494096	69.0718366558	48.3517981717	20.1202738045	46.6063648273	21.8819507373	19.0826051035	76.6244004509	26.8782550741	0	0	1	0
Skcos27334	CAMNT_0000318605	MMETSP0013_2-20120614|32672 	5.60355153096	9.26204774894	2.9185283094	1.58530485809	0.48678081785	2.18467335128	0.965380179586	0.268769085965	4.17504746047	0.521907865517	0	0	1	0
Skcos2733	CAMNT_0000272323	MMETSP0013_2-20120614|9531 	104.666337525	7060.34673177	162.140461633	404.781173765	459.845612596	540.828025184	9.65380179586	20.9639887052	15.2266436793	23.2249000155	0	1	1	0
Skcos27317	CAMNT_0000312887	MMETSP0013_2-20120614|29813 	4.36943601521	5.97823081977	3.35090287376	0.528434952696	0.811301363084	22.5749579632	1.28717357278	4.30030537544	35.6106989275	3.65335505862	0	1	1	0
Skcos27316	CAMNT_0000312691	MMETSP0013_2-20120614|29715 	1.60101472313	274.016279312	24.321069245	21.6658330605	9.08657526654	47.8200722447	21.8819507373	19.6201432754	57.9594823924	19.0496370914	0	0	1	0
Skcos27315	CAMNT_0000312689	MMETSP0013_2-20120614|29714 	12.2077372639	99.8897816318	8.21511672276	8.71917671948	3.73198627018	15.0499719755	4.18331411154	1.61261451579	26.2782398982	3.91430899138	0	0	1	0
Skcos27312	CAMNT_0000312803	MMETSP0013_2-20120614|29771 	0.300190260587	3.84515315638	0.108093641089	0.528434952696	0.162260272617	2.67015631823	0.0	0.0	4.42063848755	0.0	0	0	1	0
Skcos27310	CAMNT_0000312621	MMETSP0013_2-20120614|29680 	9.17248018461	26.2144018106	5.8370566188	4.49169709791	2.27164381663	5.82579560342	2.57434714556	1.34384542982	10.8060051918	1.30476966379	0	0	1	0
Skcos27309	CAMNT_0000313209	MMETSP0013_2-20120614|29974 	2.03462287731	10.8618559965	1.62140461633	0.792652429044	1.13582190832	7.76772747122	0.321793393195	1.07507634386	6.38536670424	1.04381573103	0	1	1	0
Skcos27307	CAMNT_0000313205	MMETSP0013_2-20120614|29972 	37.1235288926	809.278438767	77.7193279429	30.6492272564	33.9123969769	506.35873453	117.454588516	113.689323363	485.779051577	116.646407943	0	1	1	0
Skcos2728	CAMNT_0000272949	MMETSP0013_2-20120614|9844 	71.8121812271	158.577484186	37.4003998168	34.8767068779	11.3582190832	72.0942205923	19.6293969849	22.0390650491	77.1155825051	19.3105910241	0	1	1	0
Skcos27274	CAMNT_0000316219	MMETSP0013_2-20120614|31479 	8.13849150925	65.7044053948	6.16133754207	8.19074176679	5.03006845112	25.002372798	12.8717357278	12.0946088684	41.0137015234	16.9620056293	0	0	1	0
Skcos27266	CAMNT_0000313181	MMETSP0013_2-20120614|29960 	3.56892865365	21.0781753317	5.18849477227	1.84952233444	1.29808218093	5.82579560342	1.60896696598	2.15015268772	10.5604141647	1.82667752931	0	0	1	0
Skcos2726	CAMNT_0000272917	MMETSP0013_2-20120614|9828 	3.43551076005	15.0999445119	1.9456855396	3.17060971617	0.48678081785	2.91289780171	0.643586786391	0.268769085965	4.42063848755	0.260953932758	0	0	1	0
Skcos2725	CAMNT_0000272721	MMETSP0013_2-20120614|9730 	37.5571370468	74.910319521	47.2369211558	16.1172660572	15.5769861712	34.9547736205	12.8717357278	9.67568709473	62.8713029341	11.7429269741	0	0	1	0
Skcos27246	CAMNT_0000313991	MMETSP0013_2-20120614|30365 	37.6905549404	184.567351506	29.5095640173	17.1741359626	12.4940409915	121.370741738	27.3524384216	28.2207540263	147.845798306	24.0077618138	0	1	1	0
Skcos27244	CAMNT_0000313823	MMETSP0013_2-20120614|30281 	2.06797735071	39.5180703955	0.9728427698	5.02013205061	0.649041090467	2.18467335128	1.60896696598	0.537538171929	5.64859362298	1.30476966379	0	0	1	0
Skcos27226	CAMNT_0000317527	MMETSP0013_2-20120614|32133 	3.83576444084	24.4181258836	7.24227395296	19.5520932497	5.19232872374	6.55402005384	4.82690089793	2.15015268772	12.7707334085	2.60953932758	0	0	1	0
Skcos27225	CAMNT_0000317341	MMETSP0013_2-20120614|32040 	6.13722310534	35.6167836164	6.8098993886	2.64217476348	0.324520545233	12.3798156573	2.57434714556	2.95645994561	12.2795513543	2.87049326034	0	0	1	0
Skcos27215	CAMNT_0000311905	MMETSP0013_2-20120614|29322 	15.4097667101	32.2768330645	23.7806010396	6.86965438505	9.735616357	32.0418758188	5.47048768432	16.9324524158	59.4330285549	15.6572359655	0	1	1	0
Skcos27213	CAMNT_0000311581	MMETSP0013_2-20120614|29160 	3.63563760044	77.9976687706	6.59371210642	6.6054369087	2.43390408925	11.6515912068	8.36662822308	5.91291989122	19.1561001127	8.61147978103	0	0	1	0
Skcos27202	CAMNT_0000310821	MMETSP0013_2-20120614|28780 	1624.02930978	1691.02538447	1384.0309805	2808.63177358	776.902185289	487.424898819	297.658888706	312.040908805	676.357688595	269.565412539	0	0	1	0
Skcos2720	CAMNT_0000272119	MMETSP0013_2-20120614|9429 	4.602917329	78.6712722433	2.48615374504	10.0402641012	1.29808218093	6.31127857037	0.965380179586	1.61261451579	8.8412769751	1.82667752931	0	0	1	0
Skcos272	CAMNT_0000270935	MMETSP0013_2-20120614|8837 	8.90564439742	28.3194126627	3.56709015593	7.66230681409	2.27164381663	24.2741483476	2.25255375237	2.68769085965	11.0515962189	7.04575618448	0	1	1	0
Skcos27196	CAMNT_0000310341	MMETSP0013_2-20120614|28540 	5.53684258416	28.5158803422	4.43183928464	4.22747962157	0.0	3.15563928518	0.965380179586	0.268769085965	10.3148231376	2.08763146207	0	0	1	0
Skcos27195	CAMNT_0000310249	MMETSP0013_2-20120614|28494 	11.0403306949	35.5325831823	3.78327743811	5.02013205061	3.08294517972	9.46691785555	2.25255375237	1.07507634386	8.59568594802	0.521907865517	0	0	1	0
Skcos2719	CAMNT_0000271961	MMETSP0013_2-20120614|9350 	16.4437553855	24.1935913927	9.18795949256	4.22747962157	1.13582190832	9.46691785555	4.18331411154	2.68769085965	12.0339603272	5.21907865517	0	0	1	0
Skcos27181	CAMNT_0000311153	MMETSP0013_2-20120614|28946 	4.36943601521	9.03751325806	3.35090287376	1.84952233444	1.46034245355	4.85482966951	0.321793393195	2.15015268772	12.2795513543	1.04381573103	0	0	1	0
Skcos27162	CAMNT_0000309649	MMETSP0013_2-20120614|28194 	12.2744462107	72.9175759144	11.0255513911	9.51182914852	5.8413698142	73.7934109766	2.57434714556	2.68769085965	62.1345298528	4.69717078965	0	1	1	0
Skcos27151	CAMNT_0000309739	MMETSP0013_2-20120614|28239 	0.200126840391	12.8265327917	0.648561846533	1.05686990539	0.811301363084	2.42741483476	0.0	0.0	3.68386540629	0.0	0	0	1	0
Skcos2715	CAMNT_0000272165	MMETSP0013_2-20120614|9452 	0.366899207384	37.0481909958	0.648561846533	5.54856700331	0.9735616357	1.69919038433	0.0	0.268769085965	8.10450389385	0.782861798275	0	0	1	0
Skcos27149	CAMNT_0000309861	MMETSP0013_2-20120614|28300 	6.83766704671	10.356653392	10.2688959034	2.64217476348	2.27164381663	4.61208818604	2.89614053876	1.61261451579	9.08686800219	2.08763146207	0	0	1	0
Skcos27147	CAMNT_0000309857	MMETSP0013_2-20120614|28298 	114.33913481	721.204784718	65.1804655766	62.6195418945	22.3919176211	90.299831853	24.4562978829	22.845372307	80.0626748301	36.0116427207	0	1	1	0
Skcos27146	CAMNT_0000309829	MMETSP0013_2-20120614|28284 	17.1441993269	85.6879750834	19.456855396	15.3246136282	5.35458899635	24.2741483476	7.72304143669	8.86937983684	40.0313374151	9.65529551206	0	0	1	0
Skcos27143	CAMNT_0000308819	MMETSP0013_2-20120614|27779 	26.9837689794	70.3073624579	50.3716367474	10.8329165303	2.9206849071	39.3241203231	31.21395914	15.8573760719	95.0437274824	33.4021033931	0	0	1	0
Skcos27142	CAMNT_0000308811	MMETSP0013_2-20120614|27775 	28.1845300218	100.619518727	13.2955178539	15.3246136282	3.8942465428	18.6910942276	6.43586786391	3.49399811754	30.9444694129	7.82861798275	0	0	1	0
Skcos27110	CAMNT_0000307193	MMETSP0013_2-20120614|26966 	7.17121178069	74.3489832938	9.40414677473	28.7997049219	8.11301363084	21.6039920293	8.36662822308	6.18168897719	35.3651079004	5.48003258793	0	0	1	0
Skcos27105	CAMNT_0000306869	MMETSP0013_2-20120614|26804 	0.23348131379	6.4553666129	0.324280923267	0.0	0.0	1.45644890085	0.0	0.0	3.92945643338	0.0	0	0	1	0
Skcos27101	CAMNT_0000306691	MMETSP0013_2-20120614|26715 	9.90627859938	21.414977068	12.6469560074	2.64217476348	1.13582190832	9.22417637208	4.50510750474	2.41892177368	19.892873194	6.52384831896	0	0	1	0
Skcos27098	CAMNT_0000306685	MMETSP0013_2-20120614|26712 	18.3116058958	48.2749155399	24.321069245	18.231005868	12.6563012641	16.0209379094	7.0794546503	13.1696852123	59.924210609	9.65529551206	0	0	1	0
Skcos27096	CAMNT_0000307149	MMETSP0013_2-20120614|26944 	10.8735583279	139.66045333	9.94461498018	12.6824388647	3.08294517972	12.3798156573	3.86152071835	2.15015268772	17.9281449773	0.782861798275	0	0	1	0
Skcos27092	CAMNT_0000307125	MMETSP0013_2-20120614|26932 	11.6407112161	48.0223142377	6.70180574751	7.66230681409	5.03006845112	5.58305411994	3.53972732515	2.15015268772	11.297187246	3.91430899138	0	0	1	0
Skcos27083	CAMNT_0000305935	MMETSP0013_2-20120614|26337 	22.514269544	70.5880305715	32.860466891	13.2108738174	7.30171226775	22.5749579632	3.21793393195	5.64415080526	13.2619154627	4.43621685689	0	1	0	0
Skcos27081	CAMNT_0000305415	MMETSP0013_2-20120614|26077 	23.6149671662	94.6412879074	18.7001999084	18.231005868	13.954383445	60.4426293855	6.43586786391	12.0946088684	67.0463503945	10.4381573103	0	1	1	0
Skcos27079	CAMNT_0000305765	MMETSP0013_2-20120614|26252 	20.3128742997	113.558318764	14.0521733416	15.8530485809	6.97719172252	13.8362645581	5.79228107752	6.45045806315	30.6988783858	10.1772033776	0	0	1	0
Skcos27078	CAMNT_0000305761	MMETSP0013_2-20120614|26250 	5.30336127037	30.2840894579	4.21565200247	3.96326214522	1.78486299878	6.31127857037	0.965380179586	1.61261451579	10.3148231376	1.30476966379	0	0	1	0
Skcos27076	CAMNT_0000305605	MMETSP0013_2-20120614|26172 	4.13595470142	74.7980522756	1.83759189851	6.077001956	0.811301363084	6.06853708689	2.89614053876	1.07507634386	16.945780869	2.34858539483	0	0	1	0
Skcos2707	CAMNT_0000271759	MMETSP0013_2-20120614|9249 	5.10323442998	47.3206439537	4.75612020791	6.86965438505	1.9471232714	15.7781964259	4.50510750474	2.68769085965	17.6825539502	1.04381573103	0	0	1	0
Skcos27063	CAMNT_0000305355	MMETSP0013_2-20120614|26047 	1.23411551575	25.4285310926	2.05377918069	1.32108738174	1.13582190832	9.22417637208	0.643586786391	1.88138360175	7.36773081259	2.34858539483	0	1	0	0
Skcos27061	CAMNT_0000304411	MMETSP0013_2-20120614|25575 	52.4332321826	14.5105414733	14.592641547	7.66230681409	3.40746572495	3.39838076866	2.89614053876	0.806307257894	10.5604141647	1.56572359655	0	0	1	0
Skcos27060	CAMNT_0000304273	MMETSP0013_2-20120614|25506 	7.1045028339	31.77163046	4.75612020791	2.37795728713	1.13582190832	3.64112225214	2.89614053876	0.537538171929	13.0163244356	2.08763146207	0	0	1	0
Skcos27058	CAMNT_0000304269	MMETSP0013_2-20120614|25504 	3.13532049947	36.0939194095	0.9728427698	3.43482719252	0.9735616357	2.91289780171	1.28717357278	0.268769085965	4.17504746047	0.0	0	0	1	0
Skcos27056	CAMNT_0000304621	MMETSP0013_2-20120614|25680 	11.1737485885	67.1638795855	14.8088288292	11.361351483	5.35458899635	15.0499719755	6.43586786391	6.18168897719	24.0679206545	4.95812472241	0	0	1	0
Skcos27053	CAMNT_0000303617	MMETSP0013_2-20120614|25178 	5.20329785018	37.2446586753	11.8903005198	17.7025709153	4.70554790589	13.8362645581	2.57434714556	5.10661263333	16.2090077877	5.74098652069	0	1	1	0
Skcos27048	CAMNT_0000303673	MMETSP0013_2-20120614|25206 	74.313766732	188.019569304	70.47705399	30.9134447327	18.0108902605	62.8700442202	31.5357525332	24.4579868228	110.761553216	30.7925640655	0	0	1	0
Skcos27045	CAMNT_0000304015	MMETSP0013_2-20120614|25377 	17.1441993269	85.6037746493	16.5383270866	10.8329165303	8.92431499392	18.4483527442	8.04483482989	4.83784354736	16.2090077877	8.08957191551	0	0	1	0
Skcos27041	CAMNT_0000303367	MMETSP0013_2-20120614|25053 	2772.02357521	2569.90951541	5891.31962663	3567.46436565	3127.40449441	4061.55050152	7905.82008403	8873.68014221	3899.49432808	7982.84175701	0	0	0	1
Skcos27033	CAMNT_0000302943	MMETSP0013_2-20120614|24841 	86.1546047885	79.036140791	44.1022055643	25.8933126821	9.24883553915	36.6539640048	12.2281489414	12.3633779544	34.137152765	14.6134202345	0	1	1	0
Skcos27024	CAMNT_0000302449	MMETSP0013_2-20120614|24594 	9.2391891314	46.3102387447	8.64749128711	5.81278447965	3.56972599757	11.1661082399	1.93076035917	5.37538171929	18.4193270315	3.39240112586	0	0	1	0
Skcos27015	CAMNT_0000301949	MMETSP0013_2-20120614|24344 	10.1064054398	57.4808296662	7.89083579949	8.98339419583	0.0	7.0395030208	2.25255375237	2.41892177368	21.3664193565	2.87049326034	0	0	1	0
Skcos27014	CAMNT_0000301847	MMETSP0013_2-20120614|24293 	2.70171234528	14.4544078506	1.72949825742	1.32108738174	0.324520545233	6.31127857037	1.28717357278	0.268769085965	6.13977567716	0.0	0	0	1	0
Skcos2701	CAMNT_0000271295	MMETSP0013_2-20120614|9017 	122.544335266	25.4565979039	56.2086933662	122.068474073	21.4183559854	61.1708538359	4.18331411154	5.91291989122	40.5225194692	4.43621685689	0	1	1	0
Skcos27007	CAMNT_0000301269	MMETSP0013_2-20120614|24004 	95.3937939199	43.2790231178	47.6692957202	83.4927225259	24.3390408925	27.6725291162	4.82690089793	9.94445618069	34.3827437921	5.74098652069	0	1	1	0
Skcos27005	CAMNT_0000323291	MMETSP0013_2-20120614|35015 	28.1845300218	124.139506647	27.2395975544	29.8565748273	16.3882875343	33.4983247197	14.4807026938	16.3949142438	91.8510441303	10.4381573103	0	0	1	0
Skcos27004	CAMNT_0000323287	MMETSP0013_2-20120614|35013 	1.70107814333	23.0428521269	1.29712369307	2.37795728713	1.13582190832	5.09757115299	1.60896696598	0.537538171929	6.13977567716	1.04381573103	0	0	1	0
Skcos27001	CAMNT_0000323881	MMETSP0013_2-20120614|35310 	2.3348131379	40.9214109635	1.29712369307	5.28434952696	0.9735616357	7.52498598775	0.321793393195	0.268769085965	6.38536670424	1.04381573103	0	1	1	0
Skcos2700	CAMNT_0000271293	MMETSP0013_2-20120614|9016 	17.4443895875	23.4919211087	11.0255513911	2.11373981078	2.75842463448	7.76772747122	1.28717357278	2.15015268772	11.5427782731	1.56572359655	0	1	1	0
Skcos270	CAMNT_0000270305	MMETSP0013_2-20120614|8522 	11.0069762215	69.8582934761	6.48561846533	8.45495924313	2.9206849071	13.1080401077	5.79228107752	4.30030537544	19.1561001127	4.95812472241	0	1	1	1
Skcos26995	CAMNT_0000323821	MMETSP0013_2-20120614|35280 	0.767152888167	5.30462734712	2.37806010396	1.32108738174	0.324520545233	4.36934670256	1.28717357278	0.537538171929	5.4030025959	0.782861798275	0	0	1	0
Skcos26984	CAMNT_0000324231	MMETSP0013_2-20120614|35485 	3.00190260587	11.0021900533	2.26996646287	1.58530485809	0.649041090467	1.94193186781	0.321793393195	0.0	3.19268335212	1.04381573103	0	0	1	0
Skcos26978	CAMNT_0000323699	MMETSP0013_2-20120614|35219 	6.80431257331	21.5272443135	0.432374564356	1.58530485809	0.48678081785	2.42741483476	0.321793393195	0.0	4.17504746047	0.260953932758	0	0	1	0
Skcos26961	CAMNT_0000323909	MMETSP0013_2-20120614|35324 	0.366899207384	10.8057223738	1.83759189851	0.792652429044	1.9471232714	5.58305411994	0.965380179586	2.41892177368	14.244279571	1.82667752931	0	0	1	0
Skcos26960	CAMNT_0000323907	MMETSP0013_2-20120614|35323 	23.348131379	154.479729728	18.5921062673	17.9667883917	8.92431499392	31.0709098849	9.33200840267	13.1696852123	40.7681104963	5.21907865517	0	1	1	0
Skcos2696	CAMNT_0000270577	MMETSP0013_2-20120614|8658 	25.7830079371	54.0005450575	7.24227395296	1.32108738174	0.324520545233	12.6225571407	0.643586786391	0.268769085965	6.87654875841	2.34858539483	0	1	1	0
Skcos26959	CAMNT_0000323889	MMETSP0013_2-20120614|35314 	2.60164892509	157.174143618	6.91799302969	14.7961786755	4.54328763327	62.6273027367	7.4012480435	9.1381489228	64.3448490966	13.3086505707	0	1	1	0
Skcos26946	CAMNT_0000323803	MMETSP0013_2-20120614|35271 	0.733798414769	20.6291063499	0.648561846533	4.22747962157	0.324520545233	0.970965933903	0.321793393195	0.268769085965	5.4030025959	0.260953932758	0	0	1	0
Skcos26924	CAMNT_0000320559	MMETSP0013_2-20120614|33649 	3.13532049947	10.5811878829	6.37752482425	3.69904466887	1.46034245355	5.09757115299	2.25255375237	1.34384542982	11.297187246	0.782861798275	0	0	1	0
Skcos26923	CAMNT_0000320407	MMETSP0013_2-20120614|33573 	5.00317100979	52.5691376781	3.56709015593	5.81278447965	1.29808218093	25.7305972484	1.93076035917	1.61261451579	17.6825539502	0.782861798275	0	1	1	0
Skcos2692	CAMNT_0000270845	MMETSP0013_2-20120614|8792 	4.7029807492	52.0078014509	2.37806010396	9.51182914852	4.21876708803	20.1475431285	4.50510750474	3.22522903158	19.6472821669	3.65335505862	0	1	1	0
