MMETSP_ID	gID	Description
MMETSP0013_2-20120614|22148 	Skcos16869	CAMNT_0000297557
MMETSP0013_2-20120614|22150 	Skcos16870	CAMNT_0000297561
MMETSP0013_2-20120614|22151 	Skcos16871	CAMNT_0000297563
MMETSP0013_2-20120614|22152 	Skcos16872	CAMNT_0000297565
MMETSP0013_2-20120614|22668 	Skcos16873	CAMNT_0000298597
MMETSP0013_2-20120614|22669 	Skcos16874	CAMNT_0000298599
MMETSP0013_2-20120614|22756 	Skcos16875	CAMNT_0000298773
MMETSP0013_2-20120614|22757 	Skcos16876	CAMNT_0000298775
MMETSP0013_2-20120614|22759 	Skcos16877	CAMNT_0000298779
MMETSP0013_2-20120614|22760 	Skcos16878	CAMNT_0000298781
MMETSP0013_2-20120614|22826 	Skcos16879	CAMNT_0000298913
MMETSP0013_2-20120614|22833 	Skcos16880	CAMNT_0000298927
MMETSP0013_2-20120614|22834 	Skcos16881	CAMNT_0000298929
MMETSP0013_2-20120614|22762 	Skcos16882	CAMNT_0000298785
MMETSP0013_2-20120614|22764 	Skcos16883	CAMNT_0000298789
MMETSP0013_2-20120614|22766 	Skcos16884	CAMNT_0000298793
MMETSP0013_2-20120614|22838 	Skcos16885	CAMNT_0000298937
MMETSP0013_2-20120614|22839 	Skcos16886	CAMNT_0000298939
MMETSP0013_2-20120614|22832 	Skcos16887	CAMNT_0000298925
MMETSP0013_2-20120614|22587 	Skcos16888	CAMNT_0000298435
MMETSP0013_2-20120614|22847 	Skcos16889	CAMNT_0000298955
MMETSP0013_2-20120614|22850 	Skcos16890	CAMNT_0000298961
MMETSP0013_2-20120614|22853 	Skcos16891	CAMNT_0000298967
MMETSP0013_2-20120614|22590 	Skcos16892	CAMNT_0000298441
MMETSP0013_2-20120614|22685 	Skcos16893	CAMNT_0000298631
MMETSP0013_2-20120614|22593 	Skcos16894	CAMNT_0000298447
MMETSP0013_2-20120614|22597 	Skcos16895	CAMNT_0000298455
MMETSP0013_2-20120614|22690 	Skcos16896	CAMNT_0000298641
MMETSP0013_2-20120614|22692 	Skcos16897	CAMNT_0000298645
MMETSP0013_2-20120614|22694 	Skcos16898	CAMNT_0000298649
MMETSP0013_2-20120614|22695 	Skcos16899	CAMNT_0000298651
MMETSP0013_2-20120614|22785 	Skcos16900	CAMNT_0000298831
MMETSP0013_2-20120614|22786 	Skcos16901	CAMNT_0000298833
MMETSP0013_2-20120614|22615 	Skcos16902	CAMNT_0000298491
MMETSP0013_2-20120614|22616 	Skcos16903	CAMNT_0000298493
MMETSP0013_2-20120614|22611 	Skcos16904	CAMNT_0000298483
MMETSP0013_2-20120614|22618 	Skcos16905	CAMNT_0000298497
MMETSP0013_2-20120614|22709 	Skcos16906	CAMNT_0000298679
MMETSP0013_2-20120614|22623 	Skcos16907	CAMNT_0000298507
MMETSP0013_2-20120614|22712 	Skcos16908	CAMNT_0000298685
MMETSP0013_2-20120614|22713 	Skcos16909	CAMNT_0000298687
MMETSP0013_2-20120614|22795 	Skcos16910	CAMNT_0000298851
MMETSP0013_2-20120614|22796 	Skcos16911	CAMNT_0000298853
MMETSP0013_2-20120614|22797 	Skcos16912	CAMNT_0000298855
MMETSP0013_2-20120614|22798 	Skcos16913	CAMNT_0000298857
MMETSP0013_2-20120614|22535 	Skcos16914	CAMNT_0000298331
MMETSP0013_2-20120614|23060 	Skcos16915	CAMNT_0000299381
MMETSP0013_2-20120614|22883 	Skcos16916	CAMNT_0000299027
MMETSP0013_2-20120614|22884 	Skcos16917	CAMNT_0000299029
MMETSP0013_2-20120614|22957 	Skcos16918	CAMNT_0000299175
MMETSP0013_2-20120614|22887 	Skcos16919	CAMNT_0000299035
MMETSP0013_2-20120614|22888 	Skcos16920	CAMNT_0000299037
MMETSP0013_2-20120614|22889 	Skcos16921	CAMNT_0000299039
MMETSP0013_2-20120614|22962 	Skcos16922	CAMNT_0000299185
MMETSP0013_2-20120614|22965 	Skcos16923	CAMNT_0000299191
MMETSP0013_2-20120614|22966 	Skcos16924	CAMNT_0000299193
MMETSP0013_2-20120614|23008 	Skcos16925	CAMNT_0000299277
MMETSP0013_2-20120614|23088 	Skcos16926	CAMNT_0000299437
MMETSP0013_2-20120614|22896 	Skcos16927	CAMNT_0000299053
MMETSP0013_2-20120614|22898 	Skcos16928	CAMNT_0000299057
MMETSP0013_2-20120614|22899 	Skcos16929	CAMNT_0000299059
MMETSP0013_2-20120614|22972 	Skcos16930	CAMNT_0000299205
MMETSP0013_2-20120614|22974 	Skcos16931	CAMNT_0000299209
MMETSP0013_2-20120614|23098 	Skcos16932	CAMNT_0000299457
MMETSP0013_2-20120614|23101 	Skcos16933	CAMNT_0000299463
MMETSP0013_2-20120614|23102 	Skcos16934	CAMNT_0000299465
MMETSP0013_2-20120614|23103 	Skcos16935	CAMNT_0000299467
MMETSP0013_2-20120614|23105 	Skcos16936	CAMNT_0000299471
MMETSP0013_2-20120614|23096 	Skcos16937	CAMNT_0000299453
MMETSP0013_2-20120614|22905 	Skcos16938	CAMNT_0000299071
MMETSP0013_2-20120614|22906 	Skcos16939	CAMNT_0000299073
MMETSP0013_2-20120614|22907 	Skcos16940	CAMNT_0000299075
MMETSP0013_2-20120614|17950 	Skcos16941	CAMNT_0000289161
MMETSP0013_2-20120614|17963 	Skcos16942	CAMNT_0000289187
MMETSP0013_2-20120614|17967 	Skcos16943	CAMNT_0000289195
MMETSP0013_2-20120614|17970 	Skcos16944	CAMNT_0000289201
MMETSP0013_2-20120614|17974 	Skcos16945	CAMNT_0000289209
MMETSP0013_2-20120614|17978 	Skcos16946	CAMNT_0000289217
MMETSP0013_2-20120614|17979 	Skcos16947	CAMNT_0000289219
MMETSP0013_2-20120614|17983 	Skcos16948	CAMNT_0000289227
MMETSP0013_2-20120614|17989 	Skcos16949	CAMNT_0000289239
MMETSP0013_2-20120614|18000 	Skcos16950	CAMNT_0000289261
MMETSP0013_2-20120614|17716 	Skcos16951	CAMNT_0000288693
MMETSP0013_2-20120614|17798 	Skcos16952	CAMNT_0000288857
MMETSP0013_2-20120614|17799 	Skcos16953	CAMNT_0000288859
MMETSP0013_2-20120614|17800 	Skcos16954	CAMNT_0000288861
MMETSP0013_2-20120614|17893 	Skcos16955	CAMNT_0000289047
MMETSP0013_2-20120614|17896 	Skcos16956	CAMNT_0000289053
MMETSP0013_2-20120614|17897 	Skcos16957	CAMNT_0000289055
MMETSP0013_2-20120614|17851 	Skcos16958	CAMNT_0000288963
MMETSP0013_2-20120614|17852 	Skcos16959	CAMNT_0000288965
MMETSP0013_2-20120614|17853 	Skcos16960	CAMNT_0000288967
MMETSP0013_2-20120614|17854 	Skcos16961	CAMNT_0000288969
MMETSP0013_2-20120614|17603 	Skcos16962	CAMNT_0000288467
MMETSP0013_2-20120614|17605 	Skcos16963	CAMNT_0000288471
MMETSP0013_2-20120614|17606 	Skcos16964	CAMNT_0000288473
MMETSP0013_2-20120614|18026 	Skcos16965	CAMNT_0000289313
MMETSP0013_2-20120614|18123 	Skcos16966	CAMNT_0000289507
MMETSP0013_2-20120614|18124 	Skcos16967	CAMNT_0000289509
MMETSP0013_2-20120614|18125 	Skcos16968	CAMNT_0000289511
MMETSP0013_2-20120614|18196 	Skcos16969	CAMNT_0000289653
MMETSP0013_2-20120614|18197 	Skcos16970	CAMNT_0000289655
MMETSP0013_2-20120614|18198 	Skcos16971	CAMNT_0000289657
MMETSP0013_2-20120614|18158 	Skcos16972	CAMNT_0000289577
MMETSP0013_2-20120614|18159 	Skcos16973	CAMNT_0000289579
MMETSP0013_2-20120614|18160 	Skcos16974	CAMNT_0000289581
MMETSP0013_2-20120614|18161 	Skcos16975	CAMNT_0000289583
MMETSP0013_2-20120614|17936 	Skcos16976	CAMNT_0000289133
MMETSP0013_2-20120614|17937 	Skcos16977	CAMNT_0000289135
MMETSP0013_2-20120614|18276 	Skcos16978	CAMNT_0000289813
MMETSP0013_2-20120614|18279 	Skcos16979	CAMNT_0000289819
MMETSP0013_2-20120614|18896 	Skcos16980	CAMNT_0000291053
MMETSP0013_2-20120614|18906 	Skcos16981	CAMNT_0000291073
MMETSP0013_2-20120614|18913 	Skcos16982	CAMNT_0000291087
MMETSP0013_2-20120614|18923 	Skcos16983	CAMNT_0000291107
MMETSP0013_2-20120614|18925 	Skcos16984	CAMNT_0000291111
MMETSP0013_2-20120614|18927 	Skcos16985	CAMNT_0000291115
MMETSP0013_2-20120614|18932 	Skcos16986	CAMNT_0000291125
MMETSP0013_2-20120614|18938 	Skcos16987	CAMNT_0000291137
MMETSP0013_2-20120614|18940 	Skcos16988	CAMNT_0000291141
MMETSP0013_2-20120614|18951 	Skcos16989	CAMNT_0000291163
MMETSP0013_2-20120614|18955 	Skcos16990	CAMNT_0000291171
MMETSP0013_2-20120614|18274 	Skcos16991	CAMNT_0000289809
MMETSP0013_2-20120614|18225 	Skcos16992	CAMNT_0000289711
MMETSP0013_2-20120614|18226 	Skcos16993	CAMNT_0000289713
MMETSP0013_2-20120614|18228 	Skcos16994	CAMNT_0000289717
MMETSP0013_2-20120614|18229 	Skcos16995	CAMNT_0000289719
MMETSP0013_2-20120614|18230 	Skcos16996	CAMNT_0000289721
MMETSP0013_2-20120614|18320 	Skcos16997	CAMNT_0000289901
MMETSP0013_2-20120614|18322 	Skcos16998	CAMNT_0000289905
MMETSP0013_2-20120614|18323 	Skcos16999	CAMNT_0000289907
MMETSP0013_2-20120614|18325 	Skcos17000	CAMNT_0000289911
MMETSP0013_2-20120614|18396 	Skcos17001	CAMNT_0000290053
MMETSP0013_2-20120614|18747 	Skcos17002	CAMNT_0000290755
MMETSP0013_2-20120614|18749 	Skcos17003	CAMNT_0000290759
MMETSP0013_2-20120614|18750 	Skcos17004	CAMNT_0000290761
MMETSP0013_2-20120614|18751 	Skcos17005	CAMNT_0000290763
MMETSP0013_2-20120614|18834 	Skcos17006	CAMNT_0000290929
MMETSP0013_2-20120614|18836 	Skcos17007	CAMNT_0000290933
MMETSP0013_2-20120614|18573 	Skcos17008	CAMNT_0000290407
MMETSP0013_2-20120614|18575 	Skcos17009	CAMNT_0000290411
MMETSP0013_2-20120614|18578 	Skcos17010	CAMNT_0000290417
MMETSP0013_2-20120614|18626 	Skcos17011	CAMNT_0000290513
MMETSP0013_2-20120614|18628 	Skcos17012	CAMNT_0000290517
MMETSP0013_2-20120614|18630 	Skcos17013	CAMNT_0000290521
MMETSP0013_2-20120614|18707 	Skcos17014	CAMNT_0000290675
MMETSP0013_2-20120614|18708 	Skcos17015	CAMNT_0000290677
MMETSP0013_2-20120614|18710 	Skcos17016	CAMNT_0000290681
MMETSP0013_2-20120614|18801 	Skcos17017	CAMNT_0000290863
MMETSP0013_2-20120614|18803 	Skcos17018	CAMNT_0000290867
MMETSP0013_2-20120614|18804 	Skcos17019	CAMNT_0000290869
MMETSP0013_2-20120614|19037 	Skcos17020	CAMNT_0000291335
MMETSP0013_2-20120614|19039 	Skcos17021	CAMNT_0000291339
MMETSP0013_2-20120614|19041 	Skcos17022	CAMNT_0000291343
MMETSP0013_2-20120614|19113 	Skcos17023	CAMNT_0000291487
MMETSP0013_2-20120614|18921 	Skcos17024	CAMNT_0000291103
MMETSP0013_2-20120614|19072 	Skcos17025	CAMNT_0000291405
MMETSP0013_2-20120614|19074 	Skcos17026	CAMNT_0000291409
MMETSP0013_2-20120614|18885 	Skcos17027	CAMNT_0000291031
MMETSP0013_2-20120614|18886 	Skcos17028	CAMNT_0000291033
MMETSP0013_2-20120614|18887 	Skcos17029	CAMNT_0000291035
MMETSP0013_2-20120614|19273 	Skcos17030	CAMNT_0000291807
MMETSP0013_2-20120614|19274 	Skcos17031	CAMNT_0000291809
MMETSP0013_2-20120614|19346 	Skcos17032	CAMNT_0000291953
MMETSP0013_2-20120614|19347 	Skcos17033	CAMNT_0000291955
MMETSP0013_2-20120614|19348 	Skcos17034	CAMNT_0000291957
MMETSP0013_2-20120614|19419 	Skcos17035	CAMNT_0000292099
MMETSP0013_2-20120614|19420 	Skcos17036	CAMNT_0000292101
MMETSP0013_2-20120614|19422 	Skcos17037	CAMNT_0000292105
MMETSP0013_2-20120614|19190 	Skcos17038	CAMNT_0000291641
MMETSP0013_2-20120614|19316 	Skcos17039	CAMNT_0000291893
MMETSP0013_2-20120614|19391 	Skcos17040	CAMNT_0000292043
MMETSP0013_2-20120614|19394 	Skcos17041	CAMNT_0000292049
MMETSP0013_2-20120614|19165 	Skcos17042	CAMNT_0000291591
MMETSP0013_2-20120614|19167 	Skcos17043	CAMNT_0000291595
MMETSP0013_2-20120614|19495 	Skcos17044	CAMNT_0000292251
MMETSP0013_2-20120614|19496 	Skcos17045	CAMNT_0000292253
MMETSP0013_2-20120614|19545 	Skcos17046	CAMNT_0000292351
MMETSP0013_2-20120614|19633 	Skcos17047	CAMNT_0000292527
MMETSP0013_2-20120614|19634 	Skcos17048	CAMNT_0000292529
MMETSP0013_2-20120614|19636 	Skcos17049	CAMNT_0000292533
MMETSP0013_2-20120614|19637 	Skcos17050	CAMNT_0000292535
MMETSP0013_2-20120614|19638 	Skcos17051	CAMNT_0000292537
MMETSP0013_2-20120614|19868 	Skcos17052	CAMNT_0000292997
MMETSP0013_2-20120614|19871 	Skcos17053	CAMNT_0000293003
MMETSP0013_2-20120614|19889 	Skcos17054	CAMNT_0000293039
MMETSP0013_2-20120614|19893 	Skcos17055	CAMNT_0000293047
MMETSP0013_2-20120614|19896 	Skcos17056	CAMNT_0000293053
MMETSP0013_2-20120614|19879 	Skcos17057	CAMNT_0000293019
MMETSP0013_2-20120614|19963 	Skcos17058	CAMNT_0000293187
MMETSP0013_2-20120614|19964 	Skcos17059	CAMNT_0000293189
MMETSP0013_2-20120614|20007 	Skcos17060	CAMNT_0000293275
MMETSP0013_2-20120614|20008 	Skcos17061	CAMNT_0000293277
MMETSP0013_2-20120614|20051 	Skcos17062	CAMNT_0000293363
MMETSP0013_2-20120614|20052 	Skcos17063	CAMNT_0000293365
MMETSP0013_2-20120614|20056 	Skcos17064	CAMNT_0000293373
MMETSP0013_2-20120614|20410 	Skcos17065	CAMNT_0000294081
MMETSP0013_2-20120614|20417 	Skcos17066	CAMNT_0000294095
MMETSP0013_2-20120614|20426 	Skcos17067	CAMNT_0000294113
MMETSP0013_2-20120614|20433 	Skcos17068	CAMNT_0000294127
MMETSP0013_2-20120614|20436 	Skcos17069	CAMNT_0000294133
MMETSP0013_2-20120614|20437 	Skcos17070	CAMNT_0000294135
MMETSP0013_2-20120614|20438 	Skcos17071	CAMNT_0000294137
MMETSP0013_2-20120614|20442 	Skcos17072	CAMNT_0000294145
MMETSP0013_2-20120614|20443 	Skcos17073	CAMNT_0000294147
MMETSP0013_2-20120614|20294 	Skcos17074	CAMNT_0000293849
MMETSP0013_2-20120614|20295 	Skcos17075	CAMNT_0000293851
MMETSP0013_2-20120614|20297 	Skcos17076	CAMNT_0000293855
MMETSP0013_2-20120614|20357 	Skcos17077	CAMNT_0000293975
MMETSP0013_2-20120614|20360 	Skcos17078	CAMNT_0000293981
MMETSP0013_2-20120614|20369 	Skcos17079	CAMNT_0000293999
MMETSP0013_2-20120614|20147 	Skcos17080	CAMNT_0000293555
MMETSP0013_2-20120614|20554 	Skcos17081	CAMNT_0000294369
MMETSP0013_2-20120614|20558 	Skcos17082	CAMNT_0000294377
MMETSP0013_2-20120614|20568 	Skcos17083	CAMNT_0000294397
MMETSP0013_2-20120614|20937 	Skcos17084	CAMNT_0000295135
MMETSP0013_2-20120614|20944 	Skcos17085	CAMNT_0000295149
MMETSP0013_2-20120614|20945 	Skcos17086	CAMNT_0000295151
MMETSP0013_2-20120614|20947 	Skcos17087	CAMNT_0000295155
MMETSP0013_2-20120614|20950 	Skcos17088	CAMNT_0000295161
MMETSP0013_2-20120614|20954 	Skcos17089	CAMNT_0000295169
MMETSP0013_2-20120614|20964 	Skcos17090	CAMNT_0000295189
MMETSP0013_2-20120614|20427 	Skcos17091	CAMNT_0000294115
MMETSP0013_2-20120614|20541 	Skcos17092	CAMNT_0000294343
MMETSP0013_2-20120614|20542 	Skcos17093	CAMNT_0000294345
MMETSP0013_2-20120614|20540 	Skcos17094	CAMNT_0000294341
MMETSP0013_2-20120614|20543 	Skcos17095	CAMNT_0000294347
MMETSP0013_2-20120614|20813 	Skcos17096	CAMNT_0000294887
MMETSP0013_2-20120614|20814 	Skcos17097	CAMNT_0000294889
MMETSP0013_2-20120614|20892 	Skcos17098	CAMNT_0000295045
MMETSP0013_2-20120614|20889 	Skcos17099	CAMNT_0000295039
MMETSP0013_2-20120614|20978 	Skcos17100	CAMNT_0000295217
MMETSP0013_2-20120614|21239 	Skcos17101	CAMNT_0000295739
MMETSP0013_2-20120614|21240 	Skcos17102	CAMNT_0000295741
MMETSP0013_2-20120614|21244 	Skcos17103	CAMNT_0000295749
MMETSP0013_2-20120614|21246 	Skcos17104	CAMNT_0000295753
MMETSP0013_2-20120614|21232 	Skcos17105	CAMNT_0000295725
MMETSP0013_2-20120614|21234 	Skcos17106	CAMNT_0000295729
MMETSP0013_2-20120614|21254 	Skcos17107	CAMNT_0000295769
MMETSP0013_2-20120614|21256 	Skcos17108	CAMNT_0000295773
MMETSP0013_2-20120614|21266 	Skcos17109	CAMNT_0000295793
MMETSP0013_2-20120614|21274 	Skcos17110	CAMNT_0000295809
MMETSP0013_2-20120614|21276 	Skcos17111	CAMNT_0000295813
MMETSP0013_2-20120614|21102 	Skcos17112	CAMNT_0000295465
MMETSP0013_2-20120614|21098 	Skcos17113	CAMNT_0000295457
MMETSP0013_2-20120614|21184 	Skcos17114	CAMNT_0000295629
MMETSP0013_2-20120614|21186 	Skcos17115	CAMNT_0000295633
MMETSP0013_2-20120614|21187 	Skcos17116	CAMNT_0000295635
MMETSP0013_2-20120614|21188 	Skcos17117	CAMNT_0000295637
MMETSP0013_2-20120614|21183 	Skcos17118	CAMNT_0000295627
MMETSP0013_2-20120614|21260 	Skcos17119	CAMNT_0000295781
MMETSP0013_2-20120614|21261 	Skcos17120	CAMNT_0000295783
MMETSP0013_2-20120614|21133 	Skcos17121	CAMNT_0000295527
MMETSP0013_2-20120614|21138 	Skcos17122	CAMNT_0000295537
MMETSP0013_2-20120614|21145 	Skcos17123	CAMNT_0000295551
MMETSP0013_2-20120614|21158 	Skcos17124	CAMNT_0000295577
MMETSP0013_2-20120614|21059 	Skcos17125	CAMNT_0000295379
MMETSP0013_2-20120614|21062 	Skcos17126	CAMNT_0000295385
MMETSP0013_2-20120614|21355 	Skcos17127	CAMNT_0000295971
MMETSP0013_2-20120614|21356 	Skcos17128	CAMNT_0000295973
MMETSP0013_2-20120614|21426 	Skcos17129	CAMNT_0000296113
MMETSP0013_2-20120614|21427 	Skcos17130	CAMNT_0000296115
MMETSP0013_2-20120614|21429 	Skcos17131	CAMNT_0000296119
MMETSP0013_2-20120614|21431 	Skcos17132	CAMNT_0000296123
MMETSP0013_2-20120614|21548 	Skcos17133	CAMNT_0000296357
MMETSP0013_2-20120614|21562 	Skcos17134	CAMNT_0000296385
MMETSP0013_2-20120614|21917 	Skcos17135	CAMNT_0000297095
MMETSP0013_2-20120614|21920 	Skcos17136	CAMNT_0000297101
MMETSP0013_2-20120614|21935 	Skcos17137	CAMNT_0000297131
MMETSP0013_2-20120614|21944 	Skcos17138	CAMNT_0000297149
MMETSP0013_2-20120614|21955 	Skcos17139	CAMNT_0000297171
MMETSP0013_2-20120614|21962 	Skcos17140	CAMNT_0000297185
MMETSP0013_2-20120614|21969 	Skcos17141	CAMNT_0000297199
MMETSP0013_2-20120614|21976 	Skcos17142	CAMNT_0000297213
MMETSP0013_2-20120614|21979 	Skcos17143	CAMNT_0000297219
MMETSP0013_2-20120614|21297 	Skcos17144	CAMNT_0000295855
MMETSP0013_2-20120614|21904 	Skcos17145	CAMNT_0000297069
MMETSP0013_2-20120614|21905 	Skcos17146	CAMNT_0000297071
MMETSP0013_2-20120614|21884 	Skcos17147	CAMNT_0000297029
MMETSP0013_2-20120614|21624 	Skcos17148	CAMNT_0000296509
MMETSP0013_2-20120614|21625 	Skcos17149	CAMNT_0000296511
MMETSP0013_2-20120614|21698 	Skcos17150	CAMNT_0000296657
MMETSP0013_2-20120614|21702 	Skcos17151	CAMNT_0000296665
MMETSP0013_2-20120614|22336 	Skcos17152	CAMNT_0000297933
MMETSP0013_2-20120614|22337 	Skcos17153	CAMNT_0000297935
MMETSP0013_2-20120614|22340 	Skcos17154	CAMNT_0000297941
MMETSP0013_2-20120614|22342 	Skcos17155	CAMNT_0000297945
MMETSP0013_2-20120614|22475 	Skcos17156	CAMNT_0000298211
MMETSP0013_2-20120614|22477 	Skcos17157	CAMNT_0000298215
MMETSP0013_2-20120614|22478 	Skcos17158	CAMNT_0000298217
MMETSP0013_2-20120614|22154 	Skcos17159	CAMNT_0000297569
MMETSP0013_2-20120614|22521 	Skcos17160	CAMNT_0000298303
MMETSP0013_2-20120614|22523 	Skcos17161	CAMNT_0000298307
MMETSP0013_2-20120614|22524 	Skcos17162	CAMNT_0000298309
MMETSP0013_2-20120614|22525 	Skcos17163	CAMNT_0000298311
MMETSP0013_2-20120614|22603 	Skcos17164	CAMNT_0000298467
MMETSP0013_2-20120614|22607 	Skcos17165	CAMNT_0000298475
MMETSP0013_2-20120614|22609 	Skcos17166	CAMNT_0000298479
MMETSP0013_2-20120614|22710 	Skcos17167	CAMNT_0000298681
MMETSP0013_2-20120614|22711 	Skcos17168	CAMNT_0000298683
MMETSP0013_2-20120614|22793 	Skcos17169	CAMNT_0000298847
MMETSP0013_2-20120614|22541 	Skcos17170	CAMNT_0000298343
MMETSP0013_2-20120614|22543 	Skcos17171	CAMNT_0000298347
MMETSP0013_2-20120614|22544 	Skcos17172	CAMNT_0000298349
MMETSP0013_2-20120614|23003 	Skcos17173	CAMNT_0000299267
MMETSP0013_2-20120614|23004 	Skcos17174	CAMNT_0000299269
MMETSP0013_2-20120614|23005 	Skcos17175	CAMNT_0000299271
MMETSP0013_2-20120614|23009 	Skcos17176	CAMNT_0000299279
MMETSP0013_2-20120614|23058 	Skcos17177	CAMNT_0000299377
MMETSP0013_2-20120614|22960 	Skcos17178	CAMNT_0000299181
MMETSP0013_2-20120614|22961 	Skcos17179	CAMNT_0000299183
MMETSP0013_2-20120614|23070 	Skcos17180	CAMNT_0000299401
MMETSP0013_2-20120614|23072 	Skcos17181	CAMNT_0000299405
MMETSP0013_2-20120614|23074 	Skcos17182	CAMNT_0000299409
MMETSP0013_2-20120614|23075 	Skcos17183	CAMNT_0000299411
MMETSP0013_2-20120614|23065 	Skcos17184	CAMNT_0000299391
MMETSP0013_2-20120614|23010 	Skcos17185	CAMNT_0000299281
MMETSP0013_2-20120614|23076 	Skcos17186	CAMNT_0000299413
MMETSP0013_2-20120614|23077 	Skcos17187	CAMNT_0000299415
MMETSP0013_2-20120614|23080 	Skcos17188	CAMNT_0000299421
MMETSP0013_2-20120614|23081 	Skcos17189	CAMNT_0000299423
MMETSP0013_2-20120614|22891 	Skcos17190	CAMNT_0000299043
MMETSP0013_2-20120614|22894 	Skcos17191	CAMNT_0000299049
MMETSP0013_2-20120614|22968 	Skcos17192	CAMNT_0000299197
MMETSP0013_2-20120614|23017 	Skcos17193	CAMNT_0000299295
MMETSP0013_2-20120614|23018 	Skcos17194	CAMNT_0000299297
MMETSP0013_2-20120614|23090 	Skcos17195	CAMNT_0000299441
MMETSP0013_2-20120614|23091 	Skcos17196	CAMNT_0000299443
MMETSP0013_2-20120614|23093 	Skcos17197	CAMNT_0000299447
MMETSP0013_2-20120614|22901 	Skcos17198	CAMNT_0000299063
MMETSP0013_2-20120614|22902 	Skcos17199	CAMNT_0000299065
MMETSP0013_2-20120614|22903 	Skcos17200	CAMNT_0000299067
MMETSP0013_2-20120614|22981 	Skcos17201	CAMNT_0000299223
MMETSP0013_2-20120614|22983 	Skcos17202	CAMNT_0000299227
MMETSP0013_2-20120614|22984 	Skcos17203	CAMNT_0000299229
MMETSP0013_2-20120614|22985 	Skcos17204	CAMNT_0000299231
MMETSP0013_2-20120614|23021 	Skcos17205	CAMNT_0000299303
MMETSP0013_2-20120614|23022 	Skcos17206	CAMNT_0000299305
MMETSP0013_2-20120614|22989 	Skcos17207	CAMNT_0000299239
MMETSP0013_2-20120614|23027 	Skcos17208	CAMNT_0000299315
MMETSP0013_2-20120614|23126 	Skcos17209	CAMNT_0000299513
MMETSP0013_2-20120614|23127 	Skcos17210	CAMNT_0000299515
MMETSP0013_2-20120614|23095 	Skcos17211	CAMNT_0000299451
MMETSP0013_2-20120614|23123 	Skcos17212	CAMNT_0000299507
MMETSP0013_2-20120614|23031 	Skcos17213	CAMNT_0000299323
MMETSP0013_2-20120614|23109 	Skcos17214	CAMNT_0000299479
MMETSP0013_2-20120614|22914 	Skcos17215	CAMNT_0000299089
MMETSP0013_2-20120614|22915 	Skcos17216	CAMNT_0000299091
MMETSP0013_2-20120614|22916 	Skcos17217	CAMNT_0000299093
MMETSP0013_2-20120614|23035 	Skcos17218	CAMNT_0000299331
MMETSP0013_2-20120614|23116 	Skcos17219	CAMNT_0000299493
MMETSP0013_2-20120614|23117 	Skcos17220	CAMNT_0000299495
MMETSP0013_2-20120614|23118 	Skcos17221	CAMNT_0000299497
MMETSP0013_2-20120614|23119 	Skcos17222	CAMNT_0000299499
MMETSP0013_2-20120614|23120 	Skcos17223	CAMNT_0000299501
MMETSP0013_2-20120614|23121 	Skcos17224	CAMNT_0000299503
MMETSP0013_2-20120614|22919 	Skcos17225	CAMNT_0000299099
MMETSP0013_2-20120614|22922 	Skcos17226	CAMNT_0000299105
MMETSP0013_2-20120614|22923 	Skcos17227	CAMNT_0000299107
MMETSP0013_2-20120614|22855 	Skcos17228	CAMNT_0000298971
MMETSP0013_2-20120614|22857 	Skcos17229	CAMNT_0000298975
MMETSP0013_2-20120614|22858 	Skcos17230	CAMNT_0000298977
MMETSP0013_2-20120614|22927 	Skcos17231	CAMNT_0000299115
MMETSP0013_2-20120614|22929 	Skcos17232	CAMNT_0000299119
MMETSP0013_2-20120614|22924 	Skcos17233	CAMNT_0000299109
MMETSP0013_2-20120614|23092 	Skcos17234	CAMNT_0000299445
MMETSP0013_2-20120614|23085 	Skcos17235	CAMNT_0000299431
MMETSP0013_2-20120614|23099 	Skcos17236	CAMNT_0000299459
MMETSP0013_2-20120614|23104 	Skcos17237	CAMNT_0000299469
MMETSP0013_2-20120614|22928 	Skcos17238	CAMNT_0000299117
MMETSP0013_2-20120614|23170 	Skcos17239	CAMNT_0000299601
MMETSP0013_2-20120614|23154 	Skcos17240	CAMNT_0000299569
MMETSP0013_2-20120614|23156 	Skcos17241	CAMNT_0000299573
MMETSP0013_2-20120614|23160 	Skcos17242	CAMNT_0000299581
MMETSP0013_2-20120614|23173 	Skcos17243	CAMNT_0000299607
MMETSP0013_2-20120614|23175 	Skcos17244	CAMNT_0000299611
MMETSP0013_2-20120614|23176 	Skcos17245	CAMNT_0000299613
MMETSP0013_2-20120614|23177 	Skcos17246	CAMNT_0000299615
MMETSP0013_2-20120614|23188 	Skcos17247	CAMNT_0000299637
MMETSP0013_2-20120614|23189 	Skcos17248	CAMNT_0000299639
MMETSP0013_2-20120614|23193 	Skcos17249	CAMNT_0000299647
MMETSP0013_2-20120614|17584 	Skcos17250	CAMNT_0000288429
MMETSP0013_2-20120614|17586 	Skcos17251	CAMNT_0000288433
MMETSP0013_2-20120614|17348 	Skcos17252	CAMNT_0000287957
MMETSP0013_2-20120614|17349 	Skcos17253	CAMNT_0000287959
MMETSP0013_2-20120614|17350 	Skcos17254	CAMNT_0000287961
MMETSP0013_2-20120614|17352 	Skcos17255	CAMNT_0000287965
MMETSP0013_2-20120614|17453 	Skcos17256	CAMNT_0000288167
