	KEGG
Skcos18060	K01101
Skcos18068	K00428
Skcos18070	K03595
Skcos18071	K13210
Skcos18080	K02917
Skcos18081	K02875
Skcos18090	K12191
Skcos18094	K04794
Skcos18097	K13280
Skcos18109	K03810
Skcos18112	K03841
Skcos18120	K00933
Skcos18123	K05658
Skcos18129	K14847
Skcos18132	K06676
Skcos18141	K03671
Skcos18149	K14209
Skcos18151	K00654
Skcos18160	K09969
Skcos18177	K04487
Skcos18182	K09602
Skcos18187	K17553
Skcos18196	K03363
Skcos18205	K13125
Skcos18206	K03327
Skcos18223	K16185
Skcos18226	K15078
Skcos18228	K01759
Skcos18235	K16344
Skcos18247	K06689
Skcos18253	K00799
Skcos18263	K00847
Skcos18267	K13126
Skcos18283	K09486
Skcos18301	K11131
Skcos18308	K07374
Skcos18310	K14769
Skcos18317	K01412
Skcos18343	K12624
Skcos18363	K10206
Skcos18383	K14682
Skcos18388	K01725
Skcos18409	K03217
Skcos18413	K11294
Skcos18414	K05665
Skcos18422	K12307
Skcos18425	K01411
Skcos18436	K01958
Skcos18443	K03022
Skcos18447	K00948
Skcos18459	K12627
Skcos18461	K09506
Skcos18523	K01682
Skcos18542	K14396
Skcos18543	K02520
Skcos18567	K06640
Skcos18577	K13137
Skcos18584	K02958
Skcos18600	K14309
Skcos18605	K01408
Skcos18625	K01784
Skcos18630	K07508
Skcos18665	K15033
Skcos18700	K02958
Skcos18704	K14572
Skcos18715	K06955
Skcos18718	K11644
Skcos18721	K03452
Skcos18723	K13941
Skcos18725	K04075
Skcos18733	K01555
Skcos18783	K09527
Skcos18786	K11308
Skcos18787	K10956
Skcos18793	K11096
Skcos18801	K08716
Skcos18804	K10841
Skcos18916	K01892
Skcos18918	K01358
Skcos18936	K17498
Skcos18960	K03108
Skcos18961	K00517
Skcos18969	K05665
Skcos18981	K07542
Skcos18986	K01183
Skcos18991	K11498
Skcos18993	K10643
Skcos18997	K02958
Skcos19001	K03153
Skcos19019	K03783
Skcos19029	K00384
Skcos19061	K00010
Skcos19064	K08596
Skcos19092	K12893
Skcos19119	K14552
Skcos19120	K09272
Skcos19121	K00784
Skcos19128	K00441
Skcos19146	K12856
Skcos19150	K03168
Skcos19185	K17679
Skcos19194	K00128
Skcos19233	K11839
Skcos19260	K03979
Skcos19278	K03783
Skcos19318	K14312
Skcos19320	K00940
Skcos19321	K00517
Skcos19322	K17506
Skcos19325	K12844
Skcos19336	K15045
Skcos19339	K15016
Skcos19340	K14574
Skcos19341	K15362
Skcos19356	K14824
Skcos19361	K01007
Skcos19400	K12833
Skcos19437	K06067
Skcos19509	K00939
Skcos19568	K03354
Skcos19571	K02903
Skcos19577	K13220
Skcos19580	K14402
Skcos19588	K14521
Skcos19597	K13091
Skcos19640	K04505
Skcos19651	K11857
Skcos19653	K12190
Skcos19655	K01409
Skcos19664	K00942
Skcos19675	K04802
Skcos19678	K06180
Skcos19699	K17804
Skcos19700	K01254
Skcos19701	K15277
Skcos19756	K04798
Skcos19764	K04077
Skcos19784	K10601
Skcos19789	K15277
Skcos19797	K02069
Skcos19807	K15507
Skcos19817	K03932
Skcos19864	K14972
Skcos19871	K03178
Skcos19879	K10610
Skcos19890	K17506
Skcos19973	K03262
Skcos19975	K01933
Skcos20008	K11839
Skcos20009	K16818
Skcos20012	K03405
Skcos20017	K15450
Skcos20043	K13091
Skcos20051	K03354
Skcos20054	K15371
Skcos20066	K14327
Skcos20067	K10583
Skcos20107	K03841
Skcos20108	K14850
Skcos20110	K07305
Skcos20112	K15100
Skcos20181	K12571
Skcos20185	K18170
Skcos20206	K11253
Skcos20302	K17794
Skcos20305	K10908
Skcos20326	K11068
Skcos20343	K00913
Skcos20344	K12585
Skcos20361	K02943
Skcos20389	K13093
Skcos20393	K02324
Skcos20427	K00921
Skcos20442	K11518
Skcos20444	K14574
Skcos20446	K14950
Skcos20462	K06133
Skcos20470	K11865
Skcos20473	K11835
Skcos20481	K03403
Skcos20482	K17586
Skcos20496	K14966
Skcos20502	K03661
Skcos20527	K14555
Skcos20549	K12121
Skcos20557	K03108
Skcos20563	K11262
Skcos20571	K01885
Skcos20578	K07509
Skcos20617	K01755
Skcos20618	K03010
Skcos20631	K04075
Skcos20632	K16634
Skcos20643	K03671
Skcos20651	K10365
Skcos20655	K00670
Skcos20656	K04040
Skcos20661	K14767
Skcos20675	K00226
Skcos20683	K17491
Skcos20684	K13025
Skcos20685	K03846
Skcos20717	K02955
Skcos20760	K02028
Skcos20763	K15423
Skcos20788	K11254
Skcos20791	K00492
Skcos20792	K11137
Skcos20794	K03635
Skcos20823	K03424
Skcos20842	K06173
Skcos20843	K17794
Skcos20850	K10838
Skcos20852	K03143
Skcos20856	K00456
Skcos20877	K06027
Skcos20928	K03004
Skcos20933	K04103
Skcos20959	K08955
Skcos20964	K09578
Skcos20966	K12847
Skcos20997	K09834
Skcos21011	K00754
Skcos21037	K01881
Skcos21043	K07342
Skcos21056	K06099
Skcos21069	K15423
Skcos21100	K02896
Skcos21101	K00627
Skcos21109	K14794
Skcos21113	K09527
Skcos21137	K14815
Skcos21164	K00820
Skcos21166	K06173
Skcos21175	K00297
Skcos21176	K03281
Skcos21185	K03189
Skcos21195	K14662
Skcos21198	K12398
Skcos21210	K03155
Skcos21215	K14852
Skcos21220	K13354
Skcos21249	K02325
Skcos21276	K02603
Skcos21289	K04799
Skcos21295	K01027
Skcos21301	K00783
Skcos21329	K07304
Skcos21333	K01598
Skcos21349	K06632
Skcos21354	K01244
Skcos21380	K07095
Skcos21394	K13071
Skcos21405	K05954
Skcos21408	K03259
Skcos21416	K04773
Skcos21425	K06316
Skcos21478	K04706
Skcos21492	K14415
Skcos21499	K03246
Skcos21509	K11135
Skcos21512	K09489
Skcos21520	K17550
Skcos21523	K03978
Skcos21528	K03260
Skcos21534	K01687
Skcos21536	K13754
Skcos21539	K15335
Skcos21545	K01868
Skcos21546	K11253
Skcos21549	K03020
Skcos21563	K01738
Skcos21571	K03428
Skcos21582	K10583
Skcos21592	K14403
Skcos21642	K03106
Skcos21672	K03750
Skcos21676	K00020
Skcos21691	K02342
Skcos21724	K10960
Skcos21726	K03514
Skcos21742	K15275
Skcos21744	K15382
Skcos21753	K06877
Skcos21762	K15104
Skcos21778	K16186
Skcos21795	K00344
Skcos21810	K16578
Skcos21824	K00476
Skcos21837	K01534
Skcos21853	K11423
Skcos21865	K14835
Skcos21866	K03061
Skcos21924	K04078
Skcos21928	K08675
Skcos21938	K08738
Skcos21964	K01872
Skcos21968	K02935
Skcos21971	K14819
Skcos22007	K00077
Skcos22019	K00547
Skcos22020	K15272
Skcos22021	K06443
Skcos22033	K02983
Skcos22079	K06980
Skcos22095	K14823
Skcos22098	K08835
Skcos22127	K00939
Skcos22135	K01188
Skcos22150	K01120
Skcos22167	K12834
Skcos22169	K13253
Skcos22181	K04078
Skcos22184	K12852
Skcos22202	K00767
Skcos22217	K05695
Skcos22246	K09415
Skcos22247	K11064
Skcos22262	K05658
Skcos22297	K15026
Skcos22303	K01254
Skcos22321	K03178
Skcos22341	K03260
Skcos22347	K12199
Skcos22348	K15177
Skcos22354	K09512
Skcos22356	K09489
Skcos22358	K07573
Skcos22368	K11294
Skcos22371	K10865
Skcos22379	K12832
Skcos22390	K15104
Skcos22391	K09527
Skcos22414	K01517
Skcos22436	K03773
Skcos22443	K02218
Skcos22448	K11098
Skcos22476	K07030
Skcos22480	K01288
Skcos22483	K15745
Skcos22484	K11364
Skcos22488	K11270
Skcos22544	K03321
Skcos22548	K14721
Skcos22549	K14674
Skcos22556	K17985
Skcos22584	K13350
Skcos22590	K09554
Skcos22603	K00558
Skcos22619	K01029
Skcos22637	K16185
Skcos22649	K11835
Skcos22653	K10578
Skcos22664	K07152
Skcos22665	K14792
Skcos22668	K01007
Skcos22688	K06670
Skcos22735	K17900
Skcos22769	K02148
Skcos22787	K02976
Skcos22788	K05236
Skcos22797	K08592
Skcos22798	K03032
Skcos22799	K00648
Skcos22815	K14779
Skcos22821	K10252
Skcos22827	K12373
Skcos22829	K03978
Skcos22844	K07513
Skcos22868	K03885
Skcos22891	K10389
Skcos22899	K15287
Skcos22910	K16302
Skcos22916	K10393
Skcos22940	K07936
Skcos22947	K17778
Skcos22955	K01578
Skcos22965	K02321
Skcos22979	K01895
Skcos22997	K17619
Skcos23002	K09140
Skcos23025	K03348
Skcos23027	K01835
Skcos23050	K17972
Skcos23052	K02926
Skcos23072	K01895
Skcos23078	K03704
Skcos23089	K17906
Skcos23099	K06158
Skcos23102	K17785
Skcos23106	K03363
Skcos23134	K07376
Skcos23139	K16196
Skcos23245	K07561
Skcos23252	K03037
Skcos23267	K01958
Skcos23275	K03094
Skcos23292	K01092
Skcos23295	K01759
Skcos23303	K06158
Skcos23304	K02492
Skcos23305	K00566
Skcos23308	K00589
Skcos23316	K07195
Skcos23331	K07019
Skcos23342	K00861
Skcos23364	K01265
Skcos23367	K07515
Skcos23401	K02692
Skcos23428	K11303
Skcos23456	K12613
Skcos23466	K17087
Skcos23485	K04567
Skcos23510	K17907
Skcos23512	K13095
Skcos23518	K15382
Skcos23525	K00849
Skcos23530	K11886
Skcos23537	K16570
Skcos23553	K08336
Skcos23632	K05288
Skcos23690	K00417
Skcos23694	K03686
Skcos23696	K09496
Skcos23701	K11308
Skcos23721	K07509
Skcos23732	K14797
Skcos23737	K02641
Skcos23739	K02687
Skcos23740	K04498
Skcos23752	K11886
Skcos23787	K12345
Skcos23823	K10753
Skcos23827	K13113
Skcos23836	K13754
Skcos23842	K06268
Skcos23856	K15634
Skcos23866	K01676
Skcos23878	K10419
Skcos23886	K01810
Skcos23906	K08866
Skcos23919	K11373
Skcos23934	K11883
Skcos23938	K12501
Skcos23949	K07238
Skcos23981	K00058
Skcos23983	K01834
Skcos23984	K00820
Skcos24006	K08592
Skcos24034	K03924
Skcos24037	K14848
Skcos24041	K12816
Skcos24044	K01890
Skcos24120	K00435
Skcos24181	K06874
Skcos24190	K02981
Skcos24193	K00435
Skcos24199	K01312
Skcos24201	K11308
Skcos24204	K03644
Skcos24226	K14841
Skcos24227	K12844
Skcos24253	K00729
Skcos24255	K01519
Skcos24268	K07561
Skcos24293	K00078
Skcos24308	K00234
Skcos24328	K13941
Skcos24338	K00295
Skcos24353	K16732
Skcos24354	K00566
Skcos24367	K08266
Skcos24382	K10523
Skcos24395	K16329
Skcos24409	K01255
Skcos24413	K00784
Skcos24438	K03426
Skcos24442	K01803
Skcos24460	K02903
Skcos24473	K01769
Skcos24477	K10743
Skcos24492	K12874
Skcos24497	K14839
Skcos24505	K17680
Skcos24557	K01937
Skcos24561	K00313
Skcos24609	K15732
Skcos24643	K10606
Skcos24668	K01990
Skcos24682	K11498
Skcos24710	K08332
Skcos24721	K14767
Skcos24724	K02326
Skcos24726	K01079
Skcos24730	K11251
Skcos24732	K15332
Skcos24737	K12121
Skcos24739	K00793
Skcos24740	K00615
Skcos24745	K01079
Skcos24750	K01262
Skcos24778	K17785
Skcos24788	K00231
Skcos24824	K00626
Skcos24826	K11251
Skcos24829	K02979
Skcos24830	K15105
Skcos24831	K00252
Skcos24837	K03000
Skcos24881	K13144
Skcos24925	K00002
Skcos24928	K13830
Skcos24941	K02689
Skcos24979	K02863
Skcos24984	K07890
Skcos24985	K12169
Skcos25018	K11462
Skcos25030	K00951
Skcos25032	K16818
Skcos25040	K05665
Skcos25078	K04498
Skcos25101	K01847
Skcos25162	K12879
Skcos25234	K00927
Skcos25252	K01626
Skcos25253	K00384
Skcos25264	K08142
Skcos25265	K00286
Skcos25322	K13342
Skcos25324	K08876
Skcos25325	K01586
Skcos25333	K08910
Skcos25346	K12599
Skcos25382	K03564
Skcos25391	K02495
Skcos25408	K01918
Skcos25432	K17600
Skcos25453	K14780
Skcos25464	K15085
Skcos25467	K15456
Skcos25492	K03178
Skcos25503	K03177
Skcos25517	K12169
Skcos25526	K06972
Skcos25531	K03165
Skcos25552	K13337
Skcos25602	K00806
Skcos25612	K05652
Skcos25625	K13051
Skcos25655	K06633
Skcos25725	K00454
Skcos25737	K10839
Skcos25744	K15455
Skcos25763	K03530
Skcos25764	K07508
Skcos25776	K02979
Skcos25781	K03033
Skcos25809	K17506
Skcos25814	K10755
Skcos25815	K06860
Skcos25820	K06979
Skcos25831	K06182
Skcos25866	K01354
Skcos25891	K06889
Skcos25895	K10427
Skcos25904	K02741
Skcos25918	K11275
Skcos25937	K13071
Skcos25938	K05768
Skcos25978	K14950
Skcos25999	K16274
Skcos26029	K13099
Skcos26078	K02324
Skcos26117	K00729
Skcos26137	K11324
Skcos26179	K03030
Skcos26192	K11594
Skcos26205	K00721
Skcos26207	K17605
Skcos26210	K16914
Skcos26220	K01803
Skcos26224	K03031
Skcos26243	K11644
Skcos26245	K14791
Skcos26249	K10575
Skcos26252	K06639
Skcos26260	K02260
Skcos26277	K17576
Skcos26280	K00428
Skcos26289	K16365
Skcos26293	K10732
Skcos26334	K13348
Skcos26338	K17619
Skcos26344	K17985
Skcos26399	K15083
Skcos26400	K08866
Skcos26402	K17601
Skcos26415	K02883
Skcos26416	K07238
Skcos26457	K07964
Skcos26509	K14548
Skcos26511	K02108
Skcos26517	K03943
Skcos26526	K03097
Skcos26531	K05539
Skcos26547	K00889
Skcos26573	K08495
Skcos26576	K02962
Skcos26591	K09503
Skcos26592	K12392
Skcos26596	K00995
Skcos26600	K03437
Skcos26617	K01855
Skcos26632	K01883
Skcos26645	K12816
Skcos26663	K03424
Skcos26670	K10591
Skcos26680	K12819
Skcos26691	K11407
Skcos26701	K14209
Skcos26703	K07588
Skcos26709	K02906
Skcos26710	K00939
Skcos26711	K11517
Skcos26713	K00645
Skcos26714	K11338
Skcos26739	K01601
Skcos26743	K14709
Skcos26747	K15106
Skcos26780	K03849
Skcos26815	K08910
Skcos26826	K07943
Skcos26833	K04485
Skcos26836	K02180
Skcos26838	K07870
Skcos26911	K17917
Skcos26912	K03644
Skcos26919	K03574
Skcos26927	K00784
Skcos26978	K00111
Skcos26996	K15449
Skcos27002	K15732
Skcos27004	K15555
Skcos27007	K08262
Skcos27022	K14326
Skcos27033	K12275
Skcos27035	K16318
Skcos27045	K00914
Skcos27047	K02873
Skcos27048	K14648
Skcos27083	K06639
Skcos27087	K07542
Skcos27088	K01784
Skcos27096	K10357
Skcos27100	K12734
Skcos27102	K10858
Skcos27112	K14997
Skcos27142	K07376
Skcos27159	K16794
Skcos27167	K12860
Skcos27202	K00615
Skcos27222	K03950
Skcos27224	K16487
Skcos27266	K00509
Skcos27273	K00077
Skcos27309	K10536
Skcos27316	K17279
Skcos27344	K16194
Skcos27456	K10843
Skcos27458	K04554
Skcos27471	K12611
Skcos27472	K01823
Skcos27476	K01915
Skcos27482	K12600
Skcos27488	K03243
Skcos27504	K10706
Skcos27540	K03544
Skcos27546	K02705
Skcos27555	K08994
Skcos27563	K01934
Skcos27569	K04564
Skcos27596	K10696
Skcos27607	K07511
Skcos27611	K12812
Skcos27624	K07375
Skcos27626	K14209
Skcos27630	K10572
Skcos27652	K00860
Skcos27661	K13101
