Short ID	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up -N v +N	Dn -N v +N	Up -P v +P	Dn_-P_v_+P
Skcos4079	CAMNT_0000273527	MMETSP0013_2-20120614|10133 	37.95739073	147.743695	61.50528178	29.85657483	27.2597258	47.09184779	24.13450449	24.18921774	101.6746852	24.52966968	0	0	1	0
Skcos4078	CAMNT_0000273399	MMETSP0013_2-20120614|10069 	0.600380521	13.02300047	0.432374564	1.321087382	0.64904109	4.126605219	2.252553752	2.68769086	11.05159622	2.348585395	0	0	1	0
Skcos4077	CAMNT_0000273397	MMETSP0013_2-20120614|10068 	3.101966026	10.27245296	2.053779181	2.113739811	0.486780818	2.670156318	0.96538018	0.268769086	5.157411569	0.782861798	0	0	1	0
Skcos4075	CAMNT_0000273811	MMETSP0013_2-20120614|10275 	78.14953117	131.4930112	144.8454791	18.23100587	49.97616397	125.2546055	62.42791828	64.23581155	190.824228	66.54325285	0	0	1	0
Skcos4074	CAMNT_0000273809	MMETSP0013_2-20120614|10274 	6.003805212	127.4794572	11.5660196	10.83291653	3.73198627	19.90480165	14.1589093	8.063072579	36.59306304	18.26677529	0	0	1	0
Skcos4068	CAMNT_0000273075	MMETSP0013_2-20120614|9907 	14.17565119	57.14402793	11.99839416	10.30448158	2.920684907	16.26367939	5.148694291	6.719227149	32.17242455	6.262894386	0	0	1	0
Skcos4065	CAMNT_0000272937	MMETSP0013_2-20120614|9838 	101.6977894	124.2237071	70.80133491	123.6537789	31.96527371	107.7772187	18.66401681	14.78229973	89.64072489	14.61342023	0	1	1	0
Skcos4063	CAMNT_0000273159	MMETSP0013_2-20120614|9949 	4.402790489	11.08639049	2.594247386	2.90639224	1.784862999	2.912897802	0.643586786	0.268769086	8.841276975	0	0	0	1	0
Skcos4061	CAMNT_0000273005	MMETSP0013_2-20120614|9872 	18.6785051	87.11938246	7.998929441	6.605436909	1.784862999	7.767727471	3.217933932	2.150152688	14.24427957	3.131447193	0	0	1	0
Skcos4059	CAMNT_0000273001	MMETSP0013_2-20120614|9870 	16.41040091	81.14115164	34.48187151	28.27126997	23.85226007	91.51353927	22.52553752	20.42645053	302.0769633	24.00776181	0	1	1	0
Skcos4051	CAMNT_0000272741	MMETSP0013_2-20120614|9740 	4.069245755	70.36349608	2.161872822	4.227479622	0.486780818	4.85482967	1.608966966	1.075076344	15.71782573	3.131447193	0	0	1	0
Skcos4050	CAMNT_0000272737	MMETSP0013_2-20120614|9738 	1.267469989	33.31530508	2.810434668	2.90639224	2.109383544	87.62967553	3.861520718	3.225229032	50.59175158	2.348585395	0	1	1	0
Skcos4049	CAMNT_0000272731	MMETSP0013_2-20120614|9735 	5.136588903	43.70002529	2.918528309	5.81278448	1.947123271	11.40884972	4.826900898	3.225229032	13.50750649	6.001940453	0	0	1	0
Skcos4044	CAMNT_0000272405	MMETSP0013_2-20120614|9572 	2.701712345	56.24588997	2.486153745	5.548567003	0.973561636	1.213707417	1.930760359	0.806307258	5.89418465	1.043815731	0	0	1	0
Skcos4031	CAMNT_0000271879	MMETSP0013_2-20120614|9309 	6.67089468	16.11034972	1.189030052	2.642174763	0.973561636	4.369346703	0	0.268769086	4.911820542	1.565723597	0	0	1	0
Skcos4030	CAMNT_0000271877	MMETSP0013_2-20120614|9308 	2.334813138	11.05832368	2.594247386	2.113739811	0.64904109	4.612088186	1.287173573	1.075076344	7.122139786	2.609539328	0	0	1	0
Skcos4026	CAMNT_0000271987	MMETSP0013_2-20120614|9363 	8.138491509	1.094605643	4.648026567	2.377957287	1.622602726	5.825795603	1.287173573	0.268769086	4.420638488	0.521907866	0	0	1	0
Skcos4018	CAMNT_0000271593	MMETSP0013_2-20120614|9166 	236.0496082	102.8367968	67.77471296	36.99044669	9.89787663	18.44835274	13.19352912	6.987996235	37.57542714	6.001940453	0	0	1	0
Skcos4011	CAMNT_0000270859	MMETSP0013_2-20120614|8799 	6.404058893	1.599808248	2.702341027	3.170609716	2.271643817	3.641122252	0.321793393	0	3.192683352	1.826677529	0	0	1	0
Skcos4010	CAMNT_0000270857	MMETSP0013_2-20120614|8798 	9.105771238	64.66593337	8.863678569	6.077001956	5.516849269	12.62255714	1.287173573	0.806307258	7.367730813	1.304769664	0	1	1	0
Skcos4007	CAMNT_0000270739	MMETSP0013_2-20120614|8739 	11.17374859	94.83775559	12.43076873	19.0236583	5.192328724	29.12897802	9.332008403	7.525534407	37.57542714	13.30865057	0	1	1	0
Skcos4001	CAMNT_0000271077	MMETSP0013_2-20120614|8908 	86.42144058	2653.57668	313.3634655	401.0821291	85.83568421	160.9376035	139.3365393	100.7884072	447.7124424	126.8236113	0	0	1	0
Skcos400	CAMNT_0000274595	MMETSP0013_2-20120614|10667 	0.667089468	106.1206138	0.864749129	3.434827193	0	8.010468955	0.96538018	1.34384543	7.122139786	1.043815731	0	1	1	0
Skcos40	CAMNT_0000280289	MMETSP0013_2-20120614|13514 	5.236652324	34.63444522	2.378060104	2.642174763	0.64904109	4.85482967	3.217933932	1.612614516	10.80600519	3.914308991	0	1	1	0
Skcos3999	CAMNT_0000270933	MMETSP0013_2-20120614|8836 	78.18288565	3938.222703	102.1484908	233.0398141	251.6656828	369.2097964	4.505107505	13.16968521	11.05159622	11.48197304	0	1	0	0
Skcos3997	CAMNT_0000270191	MMETSP0013_2-20120614|8465 	33.52124577	99.8055812	22.69966463	15.5888311	6.490410905	30.34268543	14.48070269	10.48199435	40.27692844	11.22101911	0	0	1	0
Skcos3996	CAMNT_0000270029	MMETSP0013_2-20120614|8384 	12.64134542	42.60541965	11.34983231	12.15400391	3.407465725	12.13707417	6.757661257	5.375381719	78.83471969	12.26483484	0	0	1	0
Skcos3995	CAMNT_0000270407	MMETSP0013_2-20120614|8573 	717.7549131	1206.985156	348.3858052	294.8667036	89.24314994	497.3772996	215.9233668	175.237444	508.3734261	187.8868316	0	1	1	0
Skcos3991	CAMNT_0000270573	MMETSP0013_2-20120614|8656 	13.97552435	60.7646466	7.782742158	6.077001956	3.407465725	9.466917856	4.826900898	2.68769086	11.7883693	3.392401126	0	0	1	0
Skcos399	CAMNT_0000274593	MMETSP0013_2-20120614|10666 	15.87672934	135.4784984	6.269431183	19.0236583	1.947123271	16.26367939	3.861520718	6.181688977	20.8752373	7.306710117	0	1	1	0
Skcos3983	CAMNT_0000269647	MMETSP0013_2-20120614|8193 	1.167406569	10.3847202	0.540468205	2.642174763	0	2.670156318	0.96538018	0.268769086	6.385366704	1.043815731	0	0	1	0
Skcos3982	CAMNT_0000269523	MMETSP0013_2-20120614|8131 	2.601648925	16.64361914	6.593712106	5.548567003	4.381027361	9.709659339	2.574347146	3.493998118	26.2782399	2.348585395	0	0	1	0
Skcos3981	CAMNT_0000269517	MMETSP0013_2-20120614|8128 	0.733798415	10.41278701	0.864749129	0.528434953	0.162260273	4.126605219	0.321793393	0.268769086	4.911820542	0	0	0	1	0
Skcos3980	CAMNT_0000269991	MMETSP0013_2-20120614|8365 	0.300190261	8.363909785	0	0.528434953	0.324520545	4.85482967	0	0.268769086	4.666229515	0	0	0	1	0
Skcos3974	CAMNT_0000270047	MMETSP0013_2-20120614|8393 	2.868484712	210.3326843	4.215652002	20.87318063	2.920684907	31.79913434	8.366628223	6.450458063	40.03133742	8.089571916	0	1	1	0
Skcos397	CAMNT_0000274451	MMETSP0013_2-20120614|10595 	1017.678338	27.75807644	557.0065325	683.5306113	685.5496518	579.909404	1475.744501	549.0952426	434.941709	517.2106947	1	1	1	0
Skcos3969	CAMNT_0000269179	MMETSP0013_2-20120614|7959 	93.82613367	83.33036293	71.66608404	24.30800782	13.79212317	37.38218846	22.20374413	19.62014328	52.31088877	21.65917642	0	0	1	0
Skcos395	CAMNT_0000274955	MMETSP0013_2-20120614|10847 	15.40976671	31.94003133	6.269431183	3.963262145	1.784862999	6.796761537	1.608966966	1.075076344	12.27955135	1.565723597	0	0	1	0
Skcos3946	CAMNT_0000285643	MMETSP0013_2-20120614|16191 	35.45580522	55.51615287	16.53832709	45.70962341	5.679109542	15.77819643	1.608966966	2.150152688	15.22664368	1.043815731	0	1	1	0
Skcos3933	CAMNT_0000285713	MMETSP0013_2-20120614|16226 	24.21534769	305.4791748	28.42862761	30.1207923	6.81493145	32.04187582	7.401248044	9.675687095	38.80338228	7.56766405	0	1	1	0
Skcos3929	CAMNT_0000285617	MMETSP0013_2-20120614|16178 	712.5516152	698.3584003	89.7177221	403.9885213	4.218767088	17.23464533	12.87173573	7.525534407	39.04897331	8.872433714	0	0	1	0
Skcos3924	CAMNT_0000285585	MMETSP0013_2-20120614|16162 	6.504122313	101.9105921	17.51116986	13.73930877	7.46397254	16.50642088	5.792281078	4.031536289	27.01501298	3.653355059	0	0	1	0
Skcos3916	CAMNT_0000285363	MMETSP0013_2-20120614|16051 	1.334178936	126.609386	3.675183797	0	1.298082181	188.6101327	7.723041437	11.28830161	139.0045213	9.394341579	0	1	1	0
Skcos3915	CAMNT_0000285481	MMETSP0013_2-20120614|16110 	0.933925255	1.150739266	1.729498257	0.264217476	0	2.670156318	0.643586786	0.268769086	4.666229515	0.521907866	0	0	1	0
Skcos391	CAMNT_0000274843	MMETSP0013_2-20120614|10791 	702.0116016	648.6240105	93.06862498	401.3463466	3.569725998	16.74916236	12.87173573	9.944456181	40.27692844	8.611479781	0	1	1	0
Skcos3907	CAMNT_0000285347	MMETSP0013_2-20120614|16043 	1.901204984	12.01259526	4.215652002	5.284349527	0.162260273	0.970965934	0.321793393	0.268769086	6.630957731	1.565723597	0	0	1	0
Skcos3902	CAMNT_0000285823	MMETSP0013_2-20120614|16281 	2.234749718	8.812978767	2.918528309	1.585304858	0.811301363	1.941931868	1.287173573	0.537538172	17.68255395	3.653355059	0	0	1	0
Skcos3900	CAMNT_0000285349	MMETSP0013_2-20120614|16044 	25.68294452	24.58652675	9.94461498	15.85304858	4.218767088	8.981434889	1.930760359	1.612614516	9.578050056	4.69717079	0	0	1	0
Skcos390	CAMNT_0000274835	MMETSP0013_2-20120614|10787 	1.66772367	12.04066207	4.107558361	2.113739811	0.324520545	1.699190384	0	0	2.947092325	0.521907866	0	0	1	0
Skcos39	CAMNT_0000279855	MMETSP0013_2-20120614|13297 	1.300824463	84.48110219	3.675183797	8.190741767	4.543287633	16.50642088	10.29738858	7.794303493	41.99606563	8.089571916	1	1	1	0
Skcos3899	CAMNT_0000285319	MMETSP0013_2-20120614|16029 	4.869753116	24.50232632	2.053779181	2.377957287	0.162260273	1.699190384	0.96538018	0.806307258	6.139775677	2.609539328	0	0	1	0
Skcos3891	CAMNT_0000285811	MMETSP0013_2-20120614|16275 	18.51173274	152.3185853	19.4568554	51.78662536	9.248835539	5.58305412	3.861520718	2.68769086	12.27955135	2.087631462	0	0	1	0
Skcos3886	CAMNT_0000285247	MMETSP0013_2-20120614|15993 	15.87672934	207.1892015	26.80722299	21.13739811	18.65993135	33.01284175	7.723041437	9.944456181	45.18874898	9.916249445	0	1	1	0
Skcos3884	CAMNT_0000285795	MMETSP0013_2-20120614|16267 	0.400253681	11.05832368	0.216187282	1.849522334	0.162260273	7.524985988	0.643586786	0.268769086	3.929456433	0	0	0	1	0
Skcos3880	CAMNT_0000285555	MMETSP0013_2-20120614|16147 	2.168040771	16.36295102	1.513310975	1.321087382	1.784862999	7.282244504	2.252553752	1.612614516	8.841276975	0	0	0	1	0
Skcos388	CAMNT_0000274629	MMETSP0013_2-20120614|10684 	13.84210646	37.21659186	12.75504965	2.113739811	0.811301363	13.10804011	2.574347146	2.68769086	11.05159622	6.001940453	0	1	1	0
Skcos3875	CAMNT_0000285535	MMETSP0013_2-20120614|16137 	15.64324802	118.8910129	18.59210627	15.06039615	5.030068451	16.50642088	8.366628223	6.719227149	22.34878346	7.56766405	0	0	1	0
Skcos3874	CAMNT_0000285309	MMETSP0013_2-20120614|16024 	240.7859435	206.4594644	11.5660196	81.90741767	0.811301363	4.369346703	2.896140539	1.34384543	8.104503894	3.392401126	0	0	1	0
Skcos3870	CAMNT_0000285763	MMETSP0013_2-20120614|16251 	6.904375994	47.57324526	8.539397646	11.88978644	1.460342454	18.44835274	3.539727325	4.031536289	11.54277827	6.784802252	0	1	0	0
Skcos3861	CAMNT_0000284447	MMETSP0013_2-20120614|15593 	12.14102832	51.3903316	5.080401131	7.398089338	1.460342454	14.80723049	2.574347146	4.569074461	22.83996552	6.262894386	0	1	1	0
Skcos3851	CAMNT_0000284621	MMETSP0013_2-20120614|15680 	1.000634202	12.82653279	0.864749129	1.585304858	0.324520545	4.369346703	0.321793393	0	3.438274379	0	0	0	1	0
Skcos3847	CAMNT_0000284613	MMETSP0013_2-20120614|15676 	636.8703151	33.3433719	512.1476715	1111.298706	1273.256359	1660.83723	607.5459264	253.9867862	2049.702712	300.3579766	0	1	1	0
Skcos3842	CAMNT_0000284421	MMETSP0013_2-20120614|15580 	2.334813138	8.420043408	2.053779181	3.434827193	2.758424634	10.19514231	0.643586786	2.150152688	5.157411569	0.521907866	0	1	0	0
Skcos3826	CAMNT_0000284391	MMETSP0013_2-20120614|15565 	30.98630579	35.78518448	16.43023345	10.83291653	5.841369814	8.738693405	1.287173573	4.031536289	13.75309752	3.131447193	0	0	1	0
Skcos3825	CAMNT_0000284387	MMETSP0013_2-20120614|15563 	4.602917329	30.00342134	6.701805748	6.341219432	2.758424634	5.825795603	0.643586786	0.806307258	6.139775677	0	0	0	1	0
Skcos3824	CAMNT_0000284317	MMETSP0013_2-20120614|15528 	14.24236014	48.44331641	5.512775696	7.662306814	2.920684907	19.90480165	5.148694291	3.762767204	20.8752373	8.611479781	0	1	1	0
Skcos382	CAMNT_0000274009	MMETSP0013_2-20120614|10374 	69.61078598	177.6629159	67.45043204	28.79970492	17.36184917	59.71440494	27.99602521	21.50152688	102.9026403	30.79256407	0	1	1	0
Skcos3817	CAMNT_0000283455	MMETSP0013_2-20120614|15097 	8.938998871	198.6849576	12.64695601	17.43835344	12.65630126	14.56448901	2.574347146	3.762767204	2.701501298	2.87049326	0	1	0	0
Skcos381	CAMNT_0000274005	MMETSP0013_2-20120614|10372 	15.14293092	208.003139	84.20494641	117.3125595	32.12753398	98.06755932	42.7985213	31.98352123	109.5335981	30.79256407	0	1	1	0
Skcos3808	CAMNT_0000283539	MMETSP0013_2-20120614|15139 	8.73887203	14.31407379	7.242273953	1.849522334	1.460342454	4.126605219	3.539727325	1.612614516	11.29718725	1.826677529	0	0	1	0
Skcos3804	CAMNT_0000283513	MMETSP0013_2-20120614|15126 	3.268738393	27.08447296	3.458996515	1.849522334	0.973561636	8.253210438	1.287173573	2.418921774	12.27955135	3.914308991	0	0	1	0
Skcos3799	CAMNT_0000282943	MMETSP0013_2-20120614|14841 	0.433608154	15.43674625	0.648561847	0.792652429	0.162260273	1.699190384	0.321793393	0	3.929456433	0.521907866	0	0	1	0
Skcos3797	CAMNT_0000282787	MMETSP0013_2-20120614|14763 	3.735701021	92.78887836	49.07451305	5.548567003	18.33541081	116.0304291	64.03688525	43.54059193	193.7713204	51.14697082	0	0	1	0
Skcos379	CAMNT_0000274413	MMETSP0013_2-20120614|10576 	0.867216308	3.171549684	0.432374564	0	0	44.17894999	0.643586786	0.537538172	14.24427957	0.260953933	0	1	1	0
Skcos3788	CAMNT_0000282653	MMETSP0013_2-20120614|14696 	12.84147226	57.3124288	21.51063458	8.454959243	7.139451995	22.57495796	9.653801796	7.256765321	56.48593623	8.089571916	0	0	1	0
Skcos3786	CAMNT_0000282641	MMETSP0013_2-20120614|14690 	86.78833978	80.69208266	43.88601828	26.42174763	9.735616357	38.35315439	11.90635555	11.28830161	33.15478866	14.09151237	0	1	1	0
Skcos3784	CAMNT_0000282443	MMETSP0013_2-20120614|14591 	5.336715744	41.45468038	2.269966463	4.491697098	1.460342454	13.10804011	0.643586786	0.537538172	11.54277827	1.304769664	0	1	1	0
Skcos3782	CAMNT_0000280647	MMETSP0013_2-20120614|13693 	1.367533409	11.84419439	1.837591899	2.377957287	0.162260273	2.427414835	0	0.268769086	5.89418465	0.260953933	0	0	1	0
Skcos3780	CAMNT_0000280639	MMETSP0013_2-20120614|13689 	5.870387318	24.53039313	9.187959493	3.170609716	3.569725998	48.79103818	4.183314112	8.331841665	74.65967223	10.17720338	0	1	1	0
Skcos3778	CAMNT_0000280981	MMETSP0013_2-20120614|13860 	4.536208382	50.85706219	5.94515026	3.699044669	1.460342454	7.039503021	2.574347146	3.493998118	13.99868854	5.219078655	0	0	1	0
Skcos3770	CAMNT_0000279715	MMETSP0013_2-20120614|13227 	2.568294452	7.662239501	0.540468205	3.963262145	0.811301363	1.941931868	0.321793393	0	4.420638488	0.260953933	0	0	1	0
Skcos3765	CAMNT_0000279499	MMETSP0013_2-20120614|13119 	13.20837147	28.15101179	3.350902874	4.491697098	2.596164362	13.10804011	0.321793393	0.268769086	18.173736	1.826677529	0	1	1	0
Skcos3764	CAMNT_0000280127	MMETSP0013_2-20120614|13433 	10.94026727	9.318181372	6.053243901	2.642174763	0.486780818	1.213707417	0.96538018	0	3.438274379	0.260953933	0	0	1	0
Skcos3761	CAMNT_0000280337	MMETSP0013_2-20120614|13538 	154.2977939	244.9109959	142.8997935	39.1041865	32.77657507	102.922389	34.43189307	44.0781301	118.3748751	50.10315509	0	1	1	0
Skcos3760	CAMNT_0000280327	MMETSP0013_2-20120614|13533 	158.600521	34.12924261	51.77685408	14.79617868	6.977191723	70.88051317	16.41146305	20.42645053	58.69625547	32.35828766	0	1	1	0
Skcos376	CAMNT_0000274627	MMETSP0013_2-20120614|10683 	19.04540431	64.94660149	6.593712106	14.00352625	2.433904089	11.65159121	3.539727325	2.68769086	20.13846422	3.653355059	0	1	1	0
Skcos3750	CAMNT_0000279055	MMETSP0013_2-20120614|12897 	698.1758372	336.2965337	668.3429829	487.4812439	811.3013631	2513.588061	1178.729199	1069.969731	2354.972359	1293.026737	0	1	1	0
Skcos3748	CAMNT_0000278841	MMETSP0013_2-20120614|12790 	3.502219707	42.4931524	4.107558361	4.755914574	4.218767088	9.466917856	5.470487684	1.881383602	19.64728217	0.782861798	0	0	1	0
Skcos3740	CAMNT_0000277863	MMETSP0013_2-20120614|12301 	188.2526479	88.35432216	65.5047465	30.38500978	13.46760263	19.17657719	16.73325645	6.181688977	33.64597071	8.350525848	0	0	1	0
Skcos374	CAMNT_0000274597	MMETSP0013_2-20120614|10668 	0.133417894	7.690306313	0.756655488	1.056869905	0.162260273	0.970965934	0	0.268769086	8.595685948	1.304769664	0	0	1	0
Skcos3737	CAMNT_0000278351	MMETSP0013_2-20120614|12545 	12.87482673	16.58748551	4.756120208	1.849522334	0.486780818	2.670156318	0.96538018	0	3.192683352	0.782861798	0	0	1	0
Skcos3733	CAMNT_0000278153	MMETSP0013_2-20120614|12446 	26.01648925	162.7594391	36.75183797	33.81983697	9.411095812	18.20561126	15.12428948	14.78229973	42.97842974	17.22295956	0	0	1	0
Skcos3731	CAMNT_0000277345	MMETSP0013_2-20120614|12042 	9.072416764	19.22576578	2.269966463	3.170609716	1.135821908	4.85482967	2.252553752	0.268769086	4.911820542	0.782861798	0	0	1	0
Skcos3728	CAMNT_0000277225	MMETSP0013_2-20120614|11982 	0.667089468	2.441812588	0.648561847	0	0.162260273	0.485482967	0.96538018	0	3.192683352	1.565723597	0	0	1	0
Skcos3725	CAMNT_0000277699	MMETSP0013_2-20120614|12219 	13.30843489	88.04558724	7.026086671	9.776046625	0.811301363	6.31127857	1.608966966	0.537538172	6.630957731	1.565723597	0	0	1	0
Skcos3721	CAMNT_0000278015	MMETSP0013_2-20120614|12377 	8.071782562	59.44550646	3.242809233	4.227479622	1.947123271	5.097571153	2.896140539	1.612614516	8.350094921	1.043815731	0	0	1	0
Skcos3720	CAMNT_0000276795	MMETSP0013_2-20120614|11767 	2.668357872	42.26861791	9.94461498	2.90639224	1.460342454	48.5482967	26.70885164	20.15768145	82.5185851	38.88213598	0	0	1	0
Skcos3710	CAMNT_0000276711	MMETSP0013_2-20120614|11725 	65.60824918	4.462623006	13.29551785	1.849522334	0.973561636	24.27414835	6.114074471	6.450458063	16.70018984	10.69911124	0	1	0	0
Skcos3705	CAMNT_0000277039	MMETSP0013_2-20120614|11889 	17.37768064	137.6677097	22.69966463	12.15400391	7.626232813	33.01284175	8.688421616	11.82583978	37.08424509	18.78868316	0	1	1	0
Skcos370	CAMNT_0000274559	MMETSP0013_2-20120614|10649 	4.90310759	59.7823082	8.107023082	8.190741767	0.811301363	10.19514231	1.608966966	1.075076344	24.55910271	2.348585395	0	1	1	0
Skcos3698	CAMNT_0000275903	MMETSP0013_2-20120614|11321 	1.534305776	13.02300047	2.486153745	2.113739811	0.324520545	3.883863736	0.96538018	0	3.683865406	1.043815731	0	0	1	0
Skcos3681	CAMNT_0000275145	MMETSP0013_2-20120614|10942 	3.168674973	58.49123488	2.486153745	2.90639224	1.298082181	3.641122252	1.287173573	1.34384543	8.595685948	1.565723597	0	0	1	0
Skcos368	CAMNT_0000273845	MMETSP0013_2-20120614|10292 	1.66772367	31.91196452	0.756655488	7.92652429	1.460342454	2.912897802	2.252553752	1.34384543	7.61332184	1.043815731	0	0	1	0
Skcos3679	CAMNT_0000275135	MMETSP0013_2-20120614|10937 	115.2397056	99.01971048	104.4184573	27.47861754	14.11664372	22.57495796	23.8127111	21.50152688	111.2527353	26.35634721	0	0	1	0
Skcos3669	CAMNT_0000275645	MMETSP0013_2-20120614|11192 	17.41103511	71.45810172	3.99946472	11.88978644	2.920684907	10.92336676	3.217933932	3.225229032	13.26191546	2.348585395	0	0	1	0
Skcos3665	CAMNT_0000275457	MMETSP0013_2-20120614|11098 	24.31541111	223.6644197	90.04200303	26.68596511	80.31883495	526.2635362	61.4625381	80.3619567	676.8488707	78.80808769	0	1	1	0
Skcos3663	CAMNT_0000274895	MMETSP0013_2-20120614|10817 	55.46848926	180.9747997	85.5020701	38.57575155	54.68171187	87.62967553	27.35243842	31.44598306	206.0508717	33.92401126	0	1	1	0
Skcos366	CAMNT_0000273849	MMETSP0013_2-20120614|10294 	7.438047568	45.04723223	15.88976524	95.11829149	6.81493145	14.56448901	2.574347146	1.612614516	14.73546163	0.521907866	0	1	1	0
Skcos3659	CAMNT_0000274685	MMETSP0013_2-20120614|10712 	10.54001359	131.1842763	11.99839416	101.7237284	5.354588996	22.33221648	4.505107505	2.956459946	24.80469374	3.131447193	0	1	1	0
Skcos3654	CAMNT_0000274049	MMETSP0013_2-20120614|10394 	10.74014043	29.44208512	2.810434668	2.642174763	1.460342454	5.825795603	0.643586786	0	6.385366704	0.782861798	0	0	1	0
Skcos3652	CAMNT_0000273887	MMETSP0013_2-20120614|10313 	0.800507362	7.746439935	5.728962978	9.511829149	11.35821908	52.67490191	2.574347146	2.418921774	42.97842974	2.348585395	0	1	1	0
Skcos3645	CAMNT_0000273739	MMETSP0013_2-20120614|10239 	16.51046433	49.14498669	12.53886237	8.190741767	4.381027361	9.952400823	5.148694291	4.031536289	17.92814498	3.653355059	0	0	1	0
Skcos3642	CAMNT_0000273615	MMETSP0013_2-20120614|10177 	6.037159685	39.34966953	1.189030052	5.020132051	0.486780818	8.738693405	0.321793393	2.68769086	9.578050056	2.87049326	0	1	0	0
Skcos3640	CAMNT_0000273481	MMETSP0013_2-20120614|10110 	6.203932052	31.26642786	7.566554876	4.227479622	10.0601369	42.72250109	7.401248044	5.912919891	41.25929255	5.480032588	0	1	1	0
Skcos3637	CAMNT_0000273669	MMETSP0013_2-20120614|10204 	12.60799094	342.1344305	26.59103571	33.81983697	11.8449999	53.16038488	19.62939698	16.39491424	50.59175158	10.96006518	0	1	1	0
Skcos3636	CAMNT_0000273525	MMETSP0013_2-20120614|10132 	11.57400227	29.83502048	10.70127047	6.605436909	1.135821908	19.66206016	3.217933932	1.075076344	23.82232963	1.826677529	0	1	1	0
Skcos3634	CAMNT_0000273393	MMETSP0013_2-20120614|10066 	2.201395244	60.7646466	7.998929441	3.963262145	8.275273903	52.9176434	6.435867864	4.837843547	73.92289915	8.872433714	0	1	1	0
Skcos3624	CAMNT_0000272861	MMETSP0013_2-20120614|9800 	1.067343149	18.7766968	2.053779181	2.377957287	2.271643817	9.224176372	0.96538018	3.493998118	30.20769633	3.131447193	0	1	1	0
Skcos3619	CAMNT_0000272665	MMETSP0013_2-20120614|9702 	12.84147226	15.01574408	5.94515026	4.491697098	0.811301363	5.58305412	2.896140539	1.881383602	9.823641083	4.175262924	0	0	1	0
Skcos3615	CAMNT_0000272329	MMETSP0013_2-20120614|9534 	36.58985732	29.13335019	12.21458144	21.40161558	3.407465725	9.224176372	2.574347146	1.612614516	16.70018984	1.565723597	0	0	1	0
Skcos3613	CAMNT_0000272403	MMETSP0013_2-20120614|9571 	10.60672254	5.276560536	4.648026567	39.89683893	4.705547906	13.59352307	1.287173573	1.075076344	6.385366704	0.782861798	0	1	1	0
Skcos3610	CAMNT_0000272395	MMETSP0013_2-20120614|9567 	2.401522085	34.29764348	5.080401131	3.699044669	6.003630087	19.41931868	5.792281078	5.375381719	46.41670412	7.306710117	0	0	1	0
Skcos361	CAMNT_0000273755	MMETSP0013_2-20120614|10247 	15.87672934	59.47357327	26.91531663	13.21087382	6.977191723	14.07900604	9.653801796	7.256765321	23.82232963	5.740986521	0	1	1	0
Skcos3608	CAMNT_0000273049	MMETSP0013_2-20120614|9894 	24.91579163	95.03422327	15.99785888	14.00352625	3.894246543	15.29271346	3.539727325	8.600610751	18.91050909	5.219078655	0	1	0	0
Skcos3605	CAMNT_0000272333	MMETSP0013_2-20120614|9536 	8.271909403	61.9995863	11.02555139	7.398089338	1.460342454	8.010468955	6.435867864	2.956459946	13.50750649	2.087631462	0	0	1	0
Skcos3604	CAMNT_0000272689	MMETSP0013_2-20120614|9714 	22.41420612	575.0047643	42.91317551	27.21440006	5.192328724	54.61683378	21.56015734	20.69521962	56.2403452	19.04963709	0	0	1	0
Skcos36	CAMNT_0000279669	MMETSP0013_2-20120614|13204 	1.534305776	52.31653638	2.594247386	6.077001956	2.596164362	5.58305412	3.861520718	1.34384543	10.80600519	0.782861798	0	1	1	0
Skcos3584	CAMNT_0000271515	MMETSP0013_2-20120614|9127 	2.268104191	41.93181617	1.621404616	12.15400391	2.433904089	18.93383571	3.539727325	3.762767204	7.61332184	1.826677529	0	1	0	0
Skcos3582	CAMNT_0000271359	MMETSP0013_2-20120614|9049 	2.901839186	19.98356969	0.432374564	2.113739811	0.162260273	2.184673351	0	0	4.420638488	1.304769664	0	0	1	0
Skcos3580	CAMNT_0000271247	MMETSP0013_2-20120614|8993 	18.27825142	24.83912805	11.89030052	24.5722253	4.218767088	9.709659339	1.608966966	1.881383602	13.50750649	1.043815731	0	0	1	0
Skcos3578	CAMNT_0000271249	MMETSP0013_2-20120614|8994 	29.61877238	119.6768836	14.80882883	12.15400391	5.841369814	16.50642088	2.896140539	4.031536289	25.29587579	4.175262924	0	1	1	0
Skcos3574	CAMNT_0000270737	MMETSP0013_2-20120614|8738 	6.537476786	27.30900745	5.620869337	3.170609716	1.135821908	18.44835274	3.539727325	5.644150805	11.54277827	3.392401126	0	1	0	0
Skcos3572	CAMNT_0000270733	MMETSP0013_2-20120614|8736 	8.73887203	4.097754459	0.108093641	0.528434953	0.324520545	9.466917856	0	0	0.245591027	0.521907866	0	1	0	0
Skcos3569	CAMNT_0000270589	MMETSP0013_2-20120614|8664 	7.538110988	43.53162442	5.296588413	3.434827193	1.460342454	8.981434889	1.287173573	0.806307258	9.823641083	1.565723597	0	0	1	0
Skcos3567	CAMNT_0000271031	MMETSP0013_2-20120614|8885 	6.370704419	11.67579353	6.485618465	3.434827193	1.298082181	30.58542692	4.183314112	5.375381719	8.595685948	3.131447193	0	1	0	0
