New Seq Name	Old Seq Name	Description
Skcos16811	CAMNT_0000294411	CAMNT_0000294411 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20575 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1701
Skcos16812	CAMNT_0000294415	CAMNT_0000294415 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20577 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=966
Skcos16813	CAMNT_0000294417	CAMNT_0000294417 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20578 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1144
Skcos16814	CAMNT_0000294419	CAMNT_0000294419 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20579 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=924
Skcos16815	CAMNT_0000294587	CAMNT_0000294587 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20663 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1499
Skcos16816	CAMNT_0000294491	CAMNT_0000294491 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20615 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1729
Skcos16817	CAMNT_0000294493	CAMNT_0000294493 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20616 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=778
Skcos16818	CAMNT_0000294499	CAMNT_0000294499 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20619 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=159
Skcos16819	CAMNT_0000294107	CAMNT_0000294107 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20423 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1705
Skcos16820	CAMNT_0000294111	CAMNT_0000294111 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20425 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=591
Skcos16821	CAMNT_0000295035	CAMNT_0000295035 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20887 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1297
Skcos16822	CAMNT_0000295185	CAMNT_0000295185 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20962 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1725
Skcos16823	CAMNT_0000295197	CAMNT_0000295197 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20968 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=405
Skcos16824	CAMNT_0000294747	CAMNT_0000294747 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20743 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1140
Skcos16825	CAMNT_0000294749	CAMNT_0000294749 /NCGR_SEQ_ID=MMETSP0013_2-20120614|20744 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1311
Skcos16826	CAMNT_0000295395	CAMNT_0000295395 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21067 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3350
Skcos16827	CAMNT_0000295389	CAMNT_0000295389 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21064 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=332
Skcos16828	CAMNT_0000295391	CAMNT_0000295391 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21065 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1153
Skcos16829	CAMNT_0000295563	CAMNT_0000295563 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21151 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1361
Skcos16830	CAMNT_0000295567	CAMNT_0000295567 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21153 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1822
Skcos16831	CAMNT_0000295735	CAMNT_0000295735 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21237 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1407
Skcos16832	CAMNT_0000295737	CAMNT_0000295737 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21238 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2214
Skcos16833	CAMNT_0000295765	CAMNT_0000295765 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21252 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2277
Skcos16834	CAMNT_0000295817	CAMNT_0000295817 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21278 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1045
Skcos16835	CAMNT_0000295819	CAMNT_0000295819 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21279 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=652
Skcos16836	CAMNT_0000295289	CAMNT_0000295289 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21014 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2420
Skcos16837	CAMNT_0000295295	CAMNT_0000295295 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21017 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=293
Skcos16838	CAMNT_0000295459	CAMNT_0000295459 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21099 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=636
Skcos16839	CAMNT_0000295477	CAMNT_0000295477 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21108 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4193
Skcos16840	CAMNT_0000295487	CAMNT_0000295487 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21113 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=305
Skcos16841	CAMNT_0000295491	CAMNT_0000295491 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21115 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=500
Skcos16842	CAMNT_0000295501	CAMNT_0000295501 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21120 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=297
Skcos16843	CAMNT_0000295513	CAMNT_0000295513 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21126 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=5381
Skcos16844	CAMNT_0000295515	CAMNT_0000295515 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21127 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=249
Skcos16845	CAMNT_0000296291	CAMNT_0000296291 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21515 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=314
Skcos16846	CAMNT_0000296303	CAMNT_0000296303 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21521 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=309
Skcos16847	CAMNT_0000296313	CAMNT_0000296313 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21526 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=191
Skcos16848	CAMNT_0000296317	CAMNT_0000296317 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21528 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=154
Skcos16849	CAMNT_0000296321	CAMNT_0000296321 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21530 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=164
Skcos16850	CAMNT_0000296347	CAMNT_0000296347 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21543 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=983
Skcos16851	CAMNT_0000296017	CAMNT_0000296017 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21378 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2317
Skcos16852	CAMNT_0000296019	CAMNT_0000296019 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21379 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=675
Skcos16853	CAMNT_0000296021	CAMNT_0000296021 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21380 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2198
Skcos16854	CAMNT_0000296175	CAMNT_0000296175 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21457 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1739
Skcos16855	CAMNT_0000296171	CAMNT_0000296171 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21455 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=941
Skcos16856	CAMNT_0000296649	CAMNT_0000296649 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21694 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1636
Skcos16857	CAMNT_0000296651	CAMNT_0000296651 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21695 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2129
Skcos16858	CAMNT_0000296655	CAMNT_0000296655 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21697 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2280
Skcos16859	CAMNT_0000296861	CAMNT_0000296861 /NCGR_SEQ_ID=MMETSP0013_2-20120614|21800 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=595
Skcos16860	CAMNT_0000299187	CAMNT_0000299187 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22963 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=207
Skcos16861	CAMNT_0000299189	CAMNT_0000299189 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22964 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=773
Skcos16862	CAMNT_0000299203	CAMNT_0000299203 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22971 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4105
Skcos16863	CAMNT_0000299217	CAMNT_0000299217 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22978 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=834
Skcos16864	CAMNT_0000299221	CAMNT_0000299221 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22980 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=195
Skcos16865	CAMNT_0000299237	CAMNT_0000299237 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22988 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=415
Skcos16866	CAMNT_0000299241	CAMNT_0000299241 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22990 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=4109
Skcos16867	CAMNT_0000298265	CAMNT_0000298265 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22502 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=189
Skcos16868	CAMNT_0000298267	CAMNT_0000298267 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22503 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2688
Skcos16869	CAMNT_0000297557	CAMNT_0000297557 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22148 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=401
Skcos16870	CAMNT_0000297561	CAMNT_0000297561 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22150 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1284
Skcos16871	CAMNT_0000297563	CAMNT_0000297563 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22151 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=737
Skcos16872	CAMNT_0000297565	CAMNT_0000297565 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22152 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=778
Skcos16873	CAMNT_0000298597	CAMNT_0000298597 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22668 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1655
Skcos16874	CAMNT_0000298599	CAMNT_0000298599 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22669 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1322
Skcos16875	CAMNT_0000298773	CAMNT_0000298773 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22756 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=835
Skcos16876	CAMNT_0000298775	CAMNT_0000298775 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22757 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1741
Skcos16877	CAMNT_0000298779	CAMNT_0000298779 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22759 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=300
Skcos16878	CAMNT_0000298781	CAMNT_0000298781 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22760 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=294
Skcos16879	CAMNT_0000298913	CAMNT_0000298913 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22826 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1069
Skcos16880	CAMNT_0000298927	CAMNT_0000298927 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22833 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=930
Skcos16881	CAMNT_0000298929	CAMNT_0000298929 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22834 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2578
Skcos16882	CAMNT_0000298785	CAMNT_0000298785 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22762 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1380
Skcos16883	CAMNT_0000298789	CAMNT_0000298789 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22764 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1916
Skcos16884	CAMNT_0000298793	CAMNT_0000298793 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22766 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=347
Skcos16885	CAMNT_0000298937	CAMNT_0000298937 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22838 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2400
Skcos16886	CAMNT_0000298939	CAMNT_0000298939 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22839 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1097
Skcos16887	CAMNT_0000298925	CAMNT_0000298925 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22832 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1457
Skcos16888	CAMNT_0000298435	CAMNT_0000298435 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22587 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1163
Skcos16889	CAMNT_0000298955	CAMNT_0000298955 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22847 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1295
Skcos16890	CAMNT_0000298961	CAMNT_0000298961 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22850 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=935
Skcos16891	CAMNT_0000298967	CAMNT_0000298967 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22853 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1048
Skcos16892	CAMNT_0000298441	CAMNT_0000298441 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22590 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3188
Skcos16893	CAMNT_0000298631	CAMNT_0000298631 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22685 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=681
Skcos16894	CAMNT_0000298447	CAMNT_0000298447 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22593 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1709
Skcos16895	CAMNT_0000298455	CAMNT_0000298455 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22597 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1232
Skcos16896	CAMNT_0000298641	CAMNT_0000298641 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22690 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1682
Skcos16897	CAMNT_0000298645	CAMNT_0000298645 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22692 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1013
Skcos16898	CAMNT_0000298649	CAMNT_0000298649 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22694 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2065
Skcos16899	CAMNT_0000298651	CAMNT_0000298651 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22695 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=688
Skcos16900	CAMNT_0000298831	CAMNT_0000298831 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22785 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3635
Skcos16901	CAMNT_0000298833	CAMNT_0000298833 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22786 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=614
Skcos16902	CAMNT_0000298491	CAMNT_0000298491 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22615 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1265
Skcos16903	CAMNT_0000298493	CAMNT_0000298493 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22616 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=769
Skcos16904	CAMNT_0000298483	CAMNT_0000298483 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22611 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1093
Skcos16905	CAMNT_0000298497	CAMNT_0000298497 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22618 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=895
Skcos16906	CAMNT_0000298679	CAMNT_0000298679 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22709 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=627
Skcos16907	CAMNT_0000298507	CAMNT_0000298507 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22623 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1228
Skcos16908	CAMNT_0000298685	CAMNT_0000298685 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22712 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2584
Skcos16909	CAMNT_0000298687	CAMNT_0000298687 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22713 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2492
Skcos16910	CAMNT_0000298851	CAMNT_0000298851 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22795 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2611
Skcos16911	CAMNT_0000298853	CAMNT_0000298853 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22796 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1074
Skcos16912	CAMNT_0000298855	CAMNT_0000298855 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22797 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=878
Skcos16913	CAMNT_0000298857	CAMNT_0000298857 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22798 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=737
Skcos16914	CAMNT_0000298331	CAMNT_0000298331 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22535 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2385
Skcos16915	CAMNT_0000299381	CAMNT_0000299381 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23060 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2078
Skcos16916	CAMNT_0000299027	CAMNT_0000299027 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22883 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2090
Skcos16917	CAMNT_0000299029	CAMNT_0000299029 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22884 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1532
Skcos16918	CAMNT_0000299175	CAMNT_0000299175 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22957 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1985
Skcos16919	CAMNT_0000299035	CAMNT_0000299035 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22887 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1157
Skcos16920	CAMNT_0000299037	CAMNT_0000299037 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22888 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=671
Skcos16921	CAMNT_0000299039	CAMNT_0000299039 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22889 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=895
Skcos16922	CAMNT_0000299185	CAMNT_0000299185 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22962 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3429
Skcos16923	CAMNT_0000299191	CAMNT_0000299191 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22965 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1547
Skcos16924	CAMNT_0000299193	CAMNT_0000299193 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22966 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=978
Skcos16925	CAMNT_0000299277	CAMNT_0000299277 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23008 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3754
Skcos16926	CAMNT_0000299437	CAMNT_0000299437 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23088 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=314
Skcos16927	CAMNT_0000299053	CAMNT_0000299053 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22896 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=892
Skcos16928	CAMNT_0000299057	CAMNT_0000299057 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22898 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1435
Skcos16929	CAMNT_0000299059	CAMNT_0000299059 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22899 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=225
Skcos16930	CAMNT_0000299205	CAMNT_0000299205 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22972 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=3445
Skcos16931	CAMNT_0000299209	CAMNT_0000299209 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22974 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1476
Skcos16932	CAMNT_0000299457	CAMNT_0000299457 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23098 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1365
Skcos16933	CAMNT_0000299463	CAMNT_0000299463 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23101 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=336
Skcos16934	CAMNT_0000299465	CAMNT_0000299465 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23102 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=487
Skcos16935	CAMNT_0000299467	CAMNT_0000299467 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23103 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=735
Skcos16936	CAMNT_0000299471	CAMNT_0000299471 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23105 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=933
Skcos16937	CAMNT_0000299453	CAMNT_0000299453 /NCGR_SEQ_ID=MMETSP0013_2-20120614|23096 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=542
Skcos16938	CAMNT_0000299071	CAMNT_0000299071 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22905 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2386
Skcos16939	CAMNT_0000299073	CAMNT_0000299073 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22906 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=1001
Skcos16940	CAMNT_0000299075	CAMNT_0000299075 /NCGR_SEQ_ID=MMETSP0013_2-20120614|22907 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=2277
Skcos16941	CAMNT_0000289161	CAMNT_0000289161 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17950 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=718
Skcos16942	CAMNT_0000289187	CAMNT_0000289187 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17963 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=915
Skcos16943	CAMNT_0000289195	CAMNT_0000289195 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17967 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=233
Skcos16944	CAMNT_0000289201	CAMNT_0000289201 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17970 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=159
Skcos16945	CAMNT_0000289209	CAMNT_0000289209 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17974 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=291
Skcos16946	CAMNT_0000289217	CAMNT_0000289217 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17978 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=5484
Skcos16947	CAMNT_0000289219	CAMNT_0000289219 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17979 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=234
Skcos16948	CAMNT_0000289227	CAMNT_0000289227 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17983 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=251
Skcos16949	CAMNT_0000289239	CAMNT_0000289239 /NCGR_SEQ_ID=MMETSP0013_2-20120614|17989 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=364
Skcos16950	CAMNT_0000289261	CAMNT_0000289261 /NCGR_SEQ_ID=MMETSP0013_2-20120614|18000 /TAXON_ID=2843 /ORGANISM="Skeletonema costatum" /LENGTH=180
